split,seed,corruption_rate,imputer,model,accuracy,f1_macro,fit_time_s,predict_time_s,peak_mem_kb
60/40,46,0.1,median,OVO_GD,0.8711122825513969,0.8588865774263196,1.7041693999999552,0.28522610000072746,1106.560546875
60/40,46,0.1,median,Softmax_GD,0.8552978386926726,0.8369410520038753,0.7946171000003233,0.0009118999987549614,3147.2734375
60/40,46,0.1,median,LDA,0.8816552451238798,0.8814373863019836,0.0033009999970090576,0.5888630000008561,526.203125
60/40,46,0.1,median,QDA,0.790722192936215,0.8199246578043512,0.004377299999759998,0.45653110000057495,537.26953125
60/40,46,0.1,median,GNB,0.8837638376383764,0.8874376230010991,0.003956499997002538,0.002502200000890298,1194.7265625
60/40,46,0.1,knn,OVR_GD,0.8595150237216658,0.7800498821756179,1.0486013000008825,0.001912899999297224,1339.484375
60/40,46,0.1,knn,OVO_GD,0.8950975224037955,0.8903977435131198,1.529030600002443,0.23363579999931972,1105.935546875
60/40,46,0.1,knn,Softmax_GD,0.8806009488666315,0.8728410967804786,0.7018604000004416,0.0008789000021351967,3147.2734375
60/40,46,0.1,knn,LDA,0.893516078017923,0.9116071648160625,0.0035502000027918257,0.5630221999999776,526.203125
60/40,46,0.1,knn,QDA,0.8871903004744334,0.903861602736322,0.0039041000018187333,0.43507970000064233,537.26953125
60/40,46,0.1,knn,GNB,0.8895624670532419,0.8987842607573339,0.003787699999520555,0.001947900000232039,1190.0078125
60/40,46,0.2,mean,OVR_GD,0.8183974696889826,0.7299950736700503,1.071560500000487,0.0015601000013703015,1339.484375
60/40,46,0.2,mean,OVO_GD,0.8534528202424881,0.8339336332164666,1.4953779999996186,0.23257420000300044,1105.935546875
60/40,46,0.2,mean,Softmax_GD,0.8355297838692672,0.8102245576647998,0.6982764000022144,0.0008258000016212463,3147.2734375
60/40,46,0.2,mean,LDA,0.8610964681075383,0.8594017514206266,0.003228600002330495,0.5628431000004639,526.203125
60/40,46,0.2,mean,QDA,0.8568792830785451,0.8726342564460151,0.005064600001787767,0.4146156999995583,537.2236328125
60/40,46,0.2,mean,GNB,0.879019504480759,0.883798582099426,0.004002900001069065,0.0031367000010504853,1194.7265625
60/40,46,0.2,median,OVR_GD,0.8186610437532946,0.7293317315174735,1.070137300001079,0.0015166000011959113,1339.484375
60/40,46,0.2,median,OVO_GD,0.8521349499209278,0.8312690062332313,1.4691937000025064,0.24053659999844967,1105.935546875
60/40,46,0.2,median,Softmax_GD,0.8352662098049551,0.8092632158179228,0.7125214000006963,0.0008703999992576428,3147.2734375
60/40,46,0.2,median,LDA,0.8581971534001054,0.8553482164982789,0.003947199998947326,0.6831998999987263,526.203125
60/40,46,0.2,median,QDA,0.852662098049552,0.8692711101971734,0.00505429999975604,0.48855380000168225,537.3154296875
60/40,46,0.2,median,GNB,0.8771744860305746,0.8820279761269454,0.005286500003421679,0.003001000000949716,1194.7265625
60/40,46,0.2,knn,OVR_GD,0.8563521349499209,0.7775763601001059,0.9609176999983902,0.0014135000019450672,1339.484375
60/40,46,0.2,knn,OVO_GD,0.8908803373748023,0.8861487265672204,1.494933599999058,0.21931629999744473,1105.935546875
60/40,46,0.2,knn,Softmax_GD,0.8787559304164471,0.8703569005106084,0.6759378000024299,0.0007892000030551571,3147.8984375
60/40,46,0.2,knn,LDA,0.8908803373748023,0.9081703730788581,0.0034510000004956964,0.5234603999997489,526.203125
60/40,46,0.2,knn,QDA,0.8813916710595677,0.8985952274074701,0.004339699997217394,0.3965387999996892,537.26953125
60/40,46,0.2,knn,GNB,0.8879810226673696,0.8977115565673394,0.003826100000878796,0.0018302999997104052,1190.0078125
60/40,46,0.3,mean,OVR_GD,0.7988929889298892,0.71130546326788,1.0107124999994994,0.0016652999984216876,1339.484375
60/40,46,0.3,mean,OVO_GD,0.8276225619399051,0.8015313361019861,1.4014071999990847,0.21197549999851617,1105.935546875
60/40,46,0.3,mean,Softmax_GD,0.8057459146020032,0.7742791775326895,0.6339416000009805,0.0008033000012801494,3147.2734375
60/40,46,0.3,mean,LDA,0.8360569319978914,0.8299009704978874,0.00422679999974207,0.5201572000005399,526.203125
60/40,46,0.3,mean,QDA,0.8724301528729573,0.8777401784222144,0.003453199999057688,0.38798160000078497,537.26953125
60/40,46,0.3,mean,GNB,0.8705851344227727,0.8753357209146017,0.0035116999970341567,0.00258649999886984,1194.7265625
60/40,46,0.3,median,OVR_GD,0.8004744333157617,0.7120437527006415,1.0062244000000646,0.001452599997719517,1339.484375
60/40,46,0.3,median,OVO_GD,0.8255139694254086,0.7987943791888256,1.3723675000001094,0.20781870000064373,1105.935546875
60/40,46,0.3,median,Softmax_GD,0.8068002108592515,0.7734293402797182,0.6289741000000504,0.0007879000004322734,3147.2734375
60/40,46,0.3,median,LDA,0.834475487612019,0.8266215894979086,0.0029408999980660155,0.4871803000023647,526.203125
60/40,46,0.3,median,QDA,0.8695308381655246,0.8752898111855281,0.003982800000812858,0.42339110000102664,537.26953125
60/40,46,0.3,median,GNB,0.867422245651028,0.8719868495493913,0.003569600001355866,0.0022355000000970904,1194.7265625
60/40,46,0.3,knn,OVR_GD,0.8497627833421192,0.7659503831203549,1.1179898000009416,0.0014097000021138228,1339.484375
60/40,46,0.3,knn,OVO_GD,0.885872430152873,0.8807360036274414,1.4200315999987652,0.2120942000001378,1105.935546875
60/40,46,0.3,knn,Softmax_GD,0.8745387453874539,0.8673135702048828,0.6464457000001858,0.0008630000011180528,3147.8984375
60/40,46,0.3,knn,LDA,0.8842909857670005,0.8972079077492536,0.003552599999238737,0.511166599997523,526.203125
60/40,46,0.3,knn,QDA,0.8452820242488139,0.871385230171281,0.004106500000489177,0.428701099997852,537.26953125
60/40,46,0.3,knn,GNB,0.8816552451238798,0.8889927574059271,0.003691699999762932,0.0017704999991110526,1190.0078125
70/30,42,0.1,mean,OVR_GD,0.8440463645943098,0.7636950251218579,1.4673695999990741,0.0016446000008727424,1546.640625
70/30,42,0.1,mean,OVO_GD,0.8791710572532491,0.8672167216807181,1.9033142999978736,0.19409119999909308,1258.7353515625
70/30,42,0.1,mean,Softmax_GD,0.8640674394099052,0.8469812785548145,0.855717000002187,0.0007067999977152795,3657.765625
70/30,42,0.1,mean,LDA,0.8911134527572884,0.8926082572562315,0.004038800001580967,0.5093721999983245,602.453125
70/30,42,0.1,mean,QDA,0.807516684229013,0.8372036378477035,0.0057161000004271045,0.475291599999764,613.427734375
70/30,42,0.1,mean,GNB,0.8893572181243414,0.8945418980130624,0.0064044999999168795,0.0023775999979989138,913.5859375
70/30,42,0.1,median,OVR_GD,0.8443976115208992,0.7623370730746165,1.4622016000030271,0.0031119000013859477,1546.640625
70/30,42,0.1,median,OVO_GD,0.8784685634000703,0.8660171993024806,1.7544099999977334,0.19620380000196747,1259.3603515625
70/30,42,0.1,median,Softmax_GD,0.8619599578503688,0.8443470850741264,0.9339574999976321,0.0007213000026240479,3657.765625
70/30,42,0.1,median,LDA,0.889005971197752,0.8877750957340502,0.00444710000010673,0.43848199999774806,602.453125
70/30,42,0.1,median,QDA,0.8029504741833509,0.8323618728953137,0.004583900001307484,0.32847839999885764,613.3818359375
70/30,42,0.1,median,GNB,0.8893572181243414,0.8946625196476904,0.004724999998870771,0.0020795000018551946,913.5859375
70/30,42,0.1,knn,OVR_GD,0.8591499824376537,0.7779725079526176,1.2668886999999813,0.001235600000654813,1546.640625
70/30,42,0.1,knn,OVO_GD,0.8970846505093081,0.8932907813179396,1.7388186999996833,0.17162129999996978,1258.7353515625
70/30,42,0.1,knn,Softmax_GD,0.8840885142255005,0.8769673483184045,0.894299300001876,0.0006897999992361292,3657.765625
70/30,42,0.1,knn,LDA,0.8991921320688444,0.9145639326829667,0.00419549999787705,0.4192655000006198,602.453125
70/30,42,0.1,knn,QDA,0.890762205830699,0.909231733468465,0.0046432000017375685,0.36434749999898486,613.3818359375
70/30,42,0.1,knn,GNB,0.8960309097295399,0.9043265177700336,0.005340799998521106,0.0016711000025679823,894.0703125
70/30,42,0.2,mean,OVR_GD,0.8299964875307341,0.7417637476472392,1.2553955000003043,0.0020027999999001622,1546.640625
70/30,42,0.2,mean,OVO_GD,0.8570425008781173,0.8379398913141654,1.6144956999996793,0.17016220000004978,1258.7353515625
70/30,42,0.2,mean,Softmax_GD,0.8472075869336143,0.8249178193059483,0.8830336999999417,0.000785399999585934,3657.765625
70/30,42,0.2,mean,LDA,0.8658236740428521,0.859667127620317,0.0038401999991037883,0.4083317000004172,602.453125
70/30,42,0.2,mean,QDA,0.8605549701440113,0.8701715045143649,0.005174499998247484,0.34843349999937345,613.427734375
70/30,42,0.2,mean,GNB,0.8805760449596066,0.882196304173161,0.004732099998363992,0.002054099997621961,913.5859375
70/30,42,0.2,median,OVR_GD,0.8303477344573235,0.7418328590008951,1.2056091000013112,0.0015043000021250919,1546.640625
70/30,42,0.2,median,OVO_GD,0.8542325254654022,0.8346026000505049,1.5585783999995328,0.1618205000013404,1258.7353515625
70/30,42,0.2,median,Softmax_GD,0.8422901299613629,0.8184001509540406,0.8923527999977523,0.000826699997560354,3658.390625
70/30,42,0.2,median,LDA,0.8640674394099052,0.8550843328781547,0.004073500000231434,0.4625376000003598,602.453125
70/30,42,0.2,median,QDA,0.8587987355110642,0.8681888784963687,0.004650400001992239,0.3296154999989085,613.611328125
70/30,42,0.2,median,GNB,0.8770635756937126,0.8779654156979783,0.004604699999617878,0.0020588000006682705,913.5859375
70/30,42,0.2,knn,OVR_GD,0.8584474885844748,0.7826588255393295,1.136991699997452,0.0012744000014208723,1546.640625
70/30,42,0.2,knn,OVO_GD,0.8942746750965929,0.88799049014161,1.5740556000018842,0.1808578000018315,1259.3603515625
70/30,42,0.2,knn,Softmax_GD,0.8837372672989111,0.8750372805694292,0.8121522000001278,0.0006052999997336883,3657.765625
70/30,42,0.2,knn,LDA,0.8967334035827187,0.9115474952684013,0.0036943000013707206,0.3787534000002779,602.453125
70/30,42,0.2,knn,QDA,0.8788198103266597,0.8989812011160446,0.0057643000000098255,0.315151099999639,613.611328125
70/30,42,0.2,knn,GNB,0.8942746750965929,0.9013126953698298,0.00437660000170581,0.0017943999991985038,894.0703125
70/30,42,0.3,mean,OVR_GD,0.8106779065683175,0.7210537962120529,1.124336700002459,0.0012697000020125415,1546.640625
70/30,42,0.3,mean,OVO_GD,0.8356164383561644,0.8091354616492134,1.4797402000003785,0.16206100000272272,1258.7353515625
70/30,42,0.3,mean,Softmax_GD,0.8250790305584826,0.7938976798344634,0.8496029000016279,0.0006327000010060146,3657.765625
70/30,42,0.3,mean,LDA,0.839831401475237,0.8257948109402438,0.0037340000017138664,0.3708677999966312,602.453125
70/30,42,0.3,mean,QDA,0.8784685634000703,0.8815872560836554,0.004565899998851819,0.3190662999986671,613.611328125
70/30,42,0.3,mean,GNB,0.8781173164734809,0.8812234986263777,0.004763999997521751,0.0020798000005015638,913.5859375
70/30,42,0.3,median,OVR_GD,0.807516684229013,0.7153950572051777,1.166482000000542,0.0016080000023066532,1546.640625
70/30,42,0.3,median,OVO_GD,0.835265191429575,0.8071980462550946,1.5182540999994671,0.15518059999885736,1258.7353515625
70/30,42,0.3,median,Softmax_GD,0.8236740428521251,0.7911052241048552,0.8033925000017916,0.0006604999980481807,3657.765625
70/30,42,0.3,median,LDA,0.8380751668422901,0.8211697828387302,0.004310399999667425,0.4078127000029781,602.453125
70/30,42,0.3,median,QDA,0.8731998595012294,0.8767792140933687,0.004077300000062678,0.30709919999935664,613.611328125
70/30,42,0.3,median,GNB,0.8742536002809975,0.8763908212515988,0.004670800000894815,0.0017764999975042883,913.5859375
70/30,42,0.3,knn,OVR_GD,0.8545837723919916,0.7777975117828719,1.1726013000006787,0.0016637000007904135,1546.640625
70/30,42,0.3,knn,OVO_GD,0.889005971197752,0.8848657356242079,1.593653900003119,0.16835659999924246,1258.7353515625
70/30,42,0.3,knn,Softmax_GD,0.8781173164734809,0.869718851122699,0.8551074999995762,0.0006180999989737757,3657.765625
70/30,42,0.3,knn,LDA,0.895328415876361,0.9086557335892167,0.004084500000317348,0.3992084999990766,602.453125
70/30,42,0.3,knn,QDA,0.8282402528977871,0.8649411394122147,0.004332299999077804,0.3316709999999148,613.3818359375
70/30,42,0.3,knn,GNB,0.8833860203723217,0.8846344783178895,0.004697099997429177,0.0015860000021348242,894.0703125
70/30,43,0.1,mean,OVR_GD,0.835265191429575,0.7464297666560598,1.2955451000016183,0.0015645999992557336,1546.640625
70/30,43,0.1,mean,OVO_GD,0.8756585879873551,0.8583650584363046,1.7206043999976828,0.17790140000215615,1258.7353515625
70/30,43,0.1,mean,Softmax_GD,0.8602037232174219,0.8433479049566067,0.8610193999993498,0.0006499999981315341,3657.765625
70/30,43,0.1,mean,LDA,0.8861959957850368,0.8881920285347636,0.0037505000000237487,0.4395001999982924,602.453125
70/30,43,0.1,mean,QDA,0.8022479803301721,0.8342160129490218,0.00640459999704035,0.3340721999993548,613.4736328125
70/30,43,0.1,mean,GNB,0.8879522304179839,0.8883772917345947,0.004433699999935925,0.001904899996588938,913.5859375
70/30,43,0.1,median,OVR_GD,0.8345626975763962,0.7454719226623109,1.2764413000004424,0.0013170999991416465,1547.265625
70/30,43,0.1,median,OVO_GD,0.8746048472075869,0.8557387626009972,1.6360920000006445,0.17081359999792767,1258.7353515625
70/30,43,0.1,median,Softmax_GD,0.8587987355110642,0.8413805545244045,0.8551131999993231,0.0006371999988914467,3657.765625
70/30,43,0.1,median,LDA,0.8858447488584474,0.887297152619283,0.004001000001153443,0.41156469999987166,602.453125
70/30,43,0.1,median,QDA,0.8018967334035827,0.8338787327316418,0.004757900002005044,0.35018459999992047,613.51953125
70/30,43,0.1,median,GNB,0.8865472427116263,0.8879333967023816,0.005019799998990493,0.0019705000013345852,913.5859375
70/30,43,0.1,knn,OVR_GD,0.8489638215665612,0.7701613530015264,1.152197100000194,0.001075799998943694,1547.265625
70/30,43,0.1,knn,OVO_GD,0.8939234281700035,0.8845954802331887,1.5532946000021184,0.1647923999989871,1258.7353515625
70/30,43,0.1,knn,Softmax_GD,0.8788198103266597,0.868662639610532,0.8311138999997638,0.0006697999997413717,3657.765625
70/30,43,0.1,knn,LDA,0.8925184404636459,0.9078154796489039,0.003851299999951152,0.39487069999813684,602.453125
70/30,43,0.1,knn,QDA,0.8823322795925536,0.8990833003314805,0.005948799996986054,0.3299194000028365,613.611328125
70/30,43,0.1,knn,GNB,0.8900597119775202,0.8974638535045705,0.004294499998650281,0.0014448000001721084,894.0703125
70/30,43,0.2,mean,OVR_GD,0.8226203020723568,0.7341627726300424,1.1434831000005943,0.001365200001600897,1546.640625
70/30,43,0.2,mean,OVO_GD,0.8566912539515279,0.8340210534662775,1.4999212000002444,0.1579611000015575,1258.7353515625
70/30,43,0.2,mean,Softmax_GD,0.8384264137688795,0.8109592376515947,0.8287310999985493,0.0006358000027830712,3657.765625
70/30,43,0.2,mean,LDA,0.8689848963821567,0.8667573229452857,0.003663899999082787,0.3685031999993953,602.453125
70/30,43,0.2,mean,QDA,0.8640674394099052,0.8743694521059544,0.0038740000018151477,0.31039610000152607,613.611328125
70/30,43,0.2,mean,GNB,0.882683526519143,0.8834553594408082,0.004637300000467803,0.0019437000009929761,913.5859375
70/30,43,0.2,median,OVR_GD,0.8191078328064629,0.7288230525399947,1.116342599998461,0.0013139000002411194,1546.640625
70/30,43,0.2,median,OVO_GD,0.8573937478047067,0.8344127295722955,1.4972444000013638,0.1531557000016619,1259.3603515625
70/30,43,0.2,median,Softmax_GD,0.8349139445029856,0.806266562361273,0.7917086000015843,0.0007157000000006519,3657.765625
70/30,43,0.2,median,LDA,0.8682824025289779,0.8648508946582548,0.00397510000038892,0.3855159000013373,602.453125
70/30,43,0.2,median,QDA,0.86125746399719,0.8716060550512073,0.0038023999986762647,0.2999844000005396,613.4736328125
70/30,43,0.2,median,GNB,0.8802247980330172,0.8801714088659857,0.005348200000298675,0.001808300003176555,913.5859375
70/30,43,0.2,knn,OVR_GD,0.8500175623463295,0.7714306834983055,1.0504922000000079,0.0013096000002406072,1546.640625
70/30,43,0.2,knn,OVO_GD,0.890762205830699,0.879731997489544,1.4904807999992045,0.15204240000093705,1258.7353515625
70/30,43,0.2,knn,Softmax_GD,0.8802247980330172,0.8709006582229794,0.7894008000002941,0.0006021999979566317,3657.765625
70/30,43,0.2,knn,LDA,0.8932209343168247,0.9073066250189928,0.00413249999837717,0.39955660000123316,602.453125
70/30,43,0.2,knn,QDA,0.8858447488584474,0.9041579579128779,0.004488599999604048,0.322543800000858,613.427734375
70/30,43,0.2,knn,GNB,0.8876009834913945,0.8945444100679502,0.004381499998999061,0.0014762000027985778,894.0703125
70/30,43,0.3,mean,OVR_GD,0.8001404987706358,0.7068810077718666,1.1445848000003025,0.0011635000009846408,1546.640625
70/30,43,0.3,mean,OVO_GD,0.8321039690902705,0.8092236679446507,1.4511626999992586,0.1574328000024252,1258.7353515625
70/30,43,0.3,mean,Softmax_GD,0.8124341412012644,0.7819584370432537,0.7903688000005786,0.0006457999988924712,3657.765625
70/30,43,0.3,mean,LDA,0.8384264137688795,0.8342658030783462,0.003768599999602884,0.38740469999902416,602.453125
70/30,43,0.3,mean,QDA,0.8756585879873551,0.8811804888070488,0.0037955000007059425,0.29301459999987856,613.427734375
70/30,43,0.3,mean,GNB,0.8742536002809975,0.8715205196508397,0.004067800000484567,0.0017453000000386965,913.5859375
70/30,43,0.3,median,OVR_GD,0.7990867579908676,0.705397521668874,1.1049128000013297,0.0012158999998064246,1546.640625
70/30,43,0.3,median,OVO_GD,0.8324552160168599,0.8074776220784897,1.4592161000000488,0.17669300000125077,1258.7353515625
70/30,43,0.3,median,Softmax_GD,0.8117316473480857,0.7801794847460666,0.8331242999993265,0.0006929000010131858,3657.765625
70/30,43,0.3,median,LDA,0.8356164383561644,0.8283044536710783,0.004086100001586601,0.44604830000025686,602.453125
70/30,43,0.3,median,QDA,0.8749560941341763,0.8802202445379733,0.0053972999994584825,0.3213059000008798,613.4736328125
70/30,43,0.3,median,GNB,0.8724973656480506,0.8695171285568185,0.004215100001601968,0.0017972000023291912,913.5859375
70/30,43,0.3,knn,OVR_GD,0.8475588338602037,0.765337830797615,1.137565099998028,0.001744900000630878,1546.640625
70/30,43,0.3,knn,OVO_GD,0.8823322795925536,0.8739953344484216,1.5507706999997026,0.1716366000000562,1258.7353515625
70/30,43,0.3,knn,Softmax_GD,0.8739023533544081,0.8649607549842157,0.839956899999379,0.0006541000002471264,3657.765625
70/30,43,0.3,knn,LDA,0.8949771689497716,0.9057148364063103,0.004000699998869095,0.4335350000001199,602.453125
70/30,43,0.3,knn,QDA,0.8545837723919916,0.8706040437150249,0.004795899996679509,0.33455119999780436,613.611328125
70/30,43,0.3,knn,GNB,0.8802247980330172,0.882534354667497,0.004368000001704786,0.0014878000001772307,894.0703125
70/30,44,0.1,mean,OVR_GD,0.8405338953284158,0.7537947515977826,1.265008400001534,0.0015558000013697892,1546.640625
70/30,44,0.1,mean,OVO_GD,0.8788198103266597,0.8604264442758763,1.5051067999993393,0.14395880000301986,1258.7353515625
70/30,44,0.1,mean,Softmax_GD,0.8591499824376537,0.8396417842018618,0.6514115999998467,0.00046909999946365133,3657.765625
70/30,44,0.1,mean,LDA,0.8876009834913945,0.8827812098141793,0.003618900002038572,0.3622897999994166,602.453125
70/30,44,0.1,mean,QDA,0.7934668071654373,0.8192780152351304,0.003998100000899285,0.31128300000273157,613.427734375
70/30,44,0.1,mean,GNB,0.8935721812434141,0.8945909993165587,0.003748200000700308,0.0018460999999660999,913.5859375
70/30,44,0.1,median,OVR_GD,0.839831401475237,0.7524220715821216,1.00624869999956,0.0023547999990114477,1547.265625
70/30,44,0.1,median,OVO_GD,0.8788198103266597,0.8606794328714271,1.4173231999993732,0.14053590000185068,1258.7353515625
70/30,44,0.1,median,Softmax_GD,0.8595012293642431,0.8400171330405747,0.8721366999998281,0.0007265000022016466,3657.765625
70/30,44,0.1,median,LDA,0.8872497365648051,0.8822898222281867,0.005446099999971921,0.35428590000083204,602.453125
70/30,44,0.1,median,QDA,0.7910080786793116,0.8165942147832076,0.003955699998186901,0.3018946000011056,613.4736328125
70/30,44,0.1,median,GNB,0.8918159466104671,0.8918686626335528,0.003790400001889793,0.0014205000006768387,913.5859375
70/30,44,0.1,knn,OVR_GD,0.8563400070249385,0.7762847041509041,0.999512099999265,0.0009716999993543141,1546.640625
70/30,44,0.1,knn,OVO_GD,0.8974358974358975,0.8870533122506272,1.4975713000021642,0.15018310000232304,1259.3603515625
70/30,44,0.1,knn,Softmax_GD,0.8816297857393748,0.8689385115335282,0.6780881999984558,0.0005715000006603077,3657.765625
70/30,44,0.1,knn,LDA,0.8998946259220232,0.9133613444024364,0.0032896000011533033,0.36199349999878905,602.453125
70/30,44,0.1,knn,QDA,0.8823322795925536,0.9016422824605284,0.0038581999979214743,0.2801777000022412,613.4736328125
70/30,44,0.1,knn,GNB,0.9041095890410958,0.9102838019885021,0.004842099999223137,0.0012709000002359971,894.0703125
70/30,44,0.2,mean,OVR_GD,0.827186512118019,0.7360076691519305,1.0308469999981753,0.0011114000008092262,1546.640625
70/30,44,0.2,mean,OVO_GD,0.8602037232174219,0.8367935631634695,1.3898095000004105,0.15367459999833954,1258.7353515625
70/30,44,0.2,mean,Softmax_GD,0.8436951176677204,0.8175858965794427,0.6838251999979548,0.0012040999972668942,3657.765625
70/30,44,0.2,mean,LDA,0.8700386371619249,0.8577520216946656,0.004619699997419957,0.3832062000001315,602.453125
70/30,44,0.2,mean,QDA,0.8595012293642431,0.8667295770452076,0.0033578999973542523,0.29744290000235196,613.4736328125
70/30,44,0.2,mean,GNB,0.8858447488584474,0.8852687137968945,0.003755600002477877,0.002190600000176346,913.5859375
70/30,44,0.2,median,OVR_GD,0.8257815244116614,0.7322278136262199,1.0688656999991508,0.001004300000204239,1546.640625
70/30,44,0.2,median,OVO_GD,0.8591499824376537,0.8350565590453033,1.3776938000009977,0.145530100002361,1258.7353515625
70/30,44,0.2,median,Softmax_GD,0.8429926238145417,0.8145209634028812,0.6883496000009472,0.0005557999975280836,3657.765625
70/30,44,0.2,median,LDA,0.8689848963821567,0.8550605703082353,0.0028613999966182746,0.39740030000029947,602.453125
70/30,44,0.2,median,QDA,0.8528275377590446,0.860995589524042,0.004592699999193428,0.3042313000005379,613.4736328125
70/30,44,0.2,median,GNB,0.882683526519143,0.8823523674341052,0.004560000001220033,0.001892800002678996,913.5859375
70/30,44,0.2,knn,OVR_GD,0.8538812785388128,0.7704692320348243,1.0259095000001253,0.0011909999993804377,1546.640625
70/30,44,0.2,knn,OVO_GD,0.8925184404636459,0.8800151717767105,1.4461873000000196,0.15741680000064662,1258.7353515625
70/30,44,0.2,knn,Softmax_GD,0.8795223041798385,0.8674567780080399,0.7314712000006693,0.0005394999971031211,3658.390625
70/30,44,0.2,knn,LDA,0.8974358974358975,0.9103550875481253,0.0042775000001711305,0.38099049999800627,602.453125
70/30,44,0.2,knn,QDA,0.8798735511064278,0.8983577432788088,0.003578100000595441,0.3031120000014198,613.4736328125
70/30,44,0.2,knn,GNB,0.8984896382156656,0.902580977940984,0.004437600000528619,0.0014042000002518762,894.0703125
70/30,44,0.3,mean,OVR_GD,0.8025992272567615,0.7174419408474814,1.0632689999983995,0.0009501999993517529,1546.640625
70/30,44,0.3,mean,OVO_GD,0.8306989813839128,0.8017354132569422,1.4744453999992402,0.15935449999960838,1258.7353515625
70/30,44,0.3,mean,Softmax_GD,0.8131366350544432,0.7819273002838097,0.5975469999975758,0.0006701999991491903,3657.765625
70/30,44,0.3,mean,LDA,0.8426413768879523,0.8294384350050186,0.00438650000069174,0.37714269999924,602.453125
70/30,44,0.3,mean,QDA,0.8753073410607657,0.8745037992697727,0.004670999998779735,0.2925985000001674,613.4736328125
70/30,44,0.3,mean,GNB,0.8689848963821567,0.8655756337012386,0.004442900000867667,0.0017459999980928842,913.5859375
70/30,44,0.3,median,OVR_GD,0.8022479803301721,0.7160714427025899,1.1052925000003597,0.0012918000029458199,1546.640625
70/30,44,0.3,median,OVO_GD,0.8303477344573235,0.799991632326873,1.5797077999995963,0.15886350000073435,1258.7353515625
70/30,44,0.3,median,Softmax_GD,0.8131366350544432,0.7798677776902441,0.674740100002964,0.0006137999989732634,3657.765625
70/30,44,0.3,median,LDA,0.8405338953284158,0.8257706511569113,0.004505699998844648,0.3555692999980238,602.453125
70/30,44,0.3,median,QDA,0.867579908675799,0.8678865178595646,0.003311699998448603,0.24960690000079921,613.4736328125
70/30,44,0.3,median,GNB,0.867579908675799,0.86381724645983,0.0043807999973068945,0.0018979000014951453,913.5859375
70/30,44,0.3,knn,OVR_GD,0.8517737969792765,0.7748309246579302,1.010716800003138,0.0012268999998923391,1546.640625
70/30,44,0.3,knn,OVO_GD,0.8868984896382157,0.8758209769946574,1.4419027999974787,0.15498010000010254,1258.7353515625
70/30,44,0.3,knn,Softmax_GD,0.8717948717948718,0.8592531639810411,0.6107240999990609,0.0005275000003166497,3658.390625
70/30,44,0.3,knn,LDA,0.8946259220231823,0.9042034069403015,0.0036819999986619223,0.38180329999886453,602.453125
70/30,44,0.3,knn,QDA,0.8366701791359326,0.8597445565177849,0.004462600001716055,0.2807537000007869,613.4736328125
70/30,44,0.3,knn,GNB,0.8911134527572884,0.8917926265480286,0.003615399997215718,0.0011624999970081262,894.0703125
70/30,45,0.1,mean,OVR_GD,0.8363189322093432,0.7623836995015021,1.009934700003214,0.0009217999977408908,1546.640625
70/30,45,0.1,mean,OVO_GD,0.8731998595012294,0.8617406314766203,1.429027700000006,0.1372336999993422,1258.7353515625
70/30,45,0.1,mean,Softmax_GD,0.8584474885844748,0.8419124713850424,0.6379248999983247,0.0004831000005651731,3658.390625
70/30,45,0.1,mean,LDA,0.8876009834913945,0.8920669788914992,0.0042498999973759055,0.3743398000005982,602.453125
70/30,45,0.1,mean,QDA,0.8008429926238145,0.83357116916105,0.004931799998303177,0.2932529000026989,613.4736328125
70/30,45,0.1,mean,GNB,0.8893572181243414,0.8954595928961158,0.004206300000078045,0.001543300000776071,913.5859375
70/30,45,0.1,median,OVR_GD,0.8366701791359326,0.760630559788927,1.0000448999999207,0.002100800000334857,1546.640625
70/30,45,0.1,median,OVO_GD,0.8749560941341763,0.8627734693652832,1.4184203000004345,0.14196959999753744,1258.7353515625
70/30,45,0.1,median,Softmax_GD,0.8587987355110642,0.8419415027784872,0.6703379999999015,0.0005471000004035886,3657.765625
70/30,45,0.1,median,LDA,0.8872497365648051,0.8906675058219803,0.004565700000966899,0.38476149999769405,602.453125
70/30,45,0.1,median,QDA,0.7962767825781525,0.8301998717808491,0.0034369999993941747,0.2894397999989451,613.611328125
70/30,45,0.1,median,GNB,0.8883034773445733,0.893976783739374,0.003638700000010431,0.0017425000005459879,913.5859375
70/30,45,0.1,knn,OVR_GD,0.8514225500526871,0.7793404370960137,0.9731971000001067,0.0011110000014014076,1546.640625
70/30,45,0.1,knn,OVO_GD,0.8928696873902353,0.8907336983359416,1.3514254000001529,0.14034390000233543,1259.3603515625
70/30,45,0.1,knn,Softmax_GD,0.8788198103266597,0.8730769673161525,0.6966095000025234,0.0005044000026828144,3657.765625
70/30,45,0.1,knn,LDA,0.8998946259220232,0.9183006340695146,0.003332699998281896,0.3370463999999629,602.453125
70/30,45,0.1,knn,QDA,0.8784685634000703,0.8993084583580879,0.0037255000024742913,0.28536309999981313,613.611328125
70/30,45,0.1,knn,GNB,0.8939234281700035,0.9017403481076733,0.0032613000003038906,0.0011182000016560778,894.0703125
70/30,45,0.2,mean,OVR_GD,0.8226203020723568,0.7447379013340161,1.063372900000104,0.0009845999993558507,1546.640625
70/30,45,0.2,mean,OVO_GD,0.8587987355110642,0.8453795956580146,1.3638772000012978,0.1502403000013146,1258.7353515625
