split,seed,corruption_rate,imputer,model,accuracy,f1_macro,fit_time_s,predict_time_s,peak_mem_kb
70/30,45,0.2,mean,Softmax_GD,0.8359676852827538,0.8156277933630639,0.6821469999995315,0.0004797000001417473,3657.765625
70/30,45,0.2,mean,LDA,0.8714436248682824,0.8726685707229264,0.004686099997343263,0.3416284999984782,602.453125
70/30,45,0.2,mean,QDA,0.8566912539515279,0.8695697082389123,0.0033260000018344726,0.28690890000143554,613.4736328125
70/30,45,0.2,mean,GNB,0.8788198103266597,0.8819724702395837,0.004145999999309424,0.0016912999999476597,913.5859375
70/30,45,0.2,median,OVR_GD,0.8198103266596417,0.7397641113368728,1.035682600002474,0.0009879999997792765,1546.640625
70/30,45,0.2,median,OVO_GD,0.8580962416578855,0.8432528376298161,1.3733714999980293,0.1442274000000907,1258.7353515625
70/30,45,0.2,median,Softmax_GD,0.8377239199157007,0.8161141471319375,0.6402983000007225,0.0004915999998047482,3657.765625
70/30,45,0.2,median,LDA,0.8696873902353355,0.8687899244811405,0.003411900001083268,0.35182219999842346,602.453125
70/30,45,0.2,median,QDA,0.8500175623463295,0.8628645563849899,0.005781100000604056,0.28657139999995707,613.4736328125
70/30,45,0.2,median,GNB,0.8774148226203021,0.8803960529590232,0.004925699999148492,0.00192349999997532,913.5859375
70/30,45,0.2,knn,OVR_GD,0.8521250439058659,0.7798534814552343,1.0016986000009638,0.0011374999994586688,1546.640625
70/30,45,0.2,knn,OVO_GD,0.8886547242711627,0.8870661764329205,1.3502030999989074,0.141812599998957,1258.7353515625
70/30,45,0.2,knn,Softmax_GD,0.87284861257464,0.8683156737591757,0.6979400999989593,0.0005901999975321814,3657.765625
70/30,45,0.2,knn,LDA,0.8928696873902353,0.9100302600060644,0.003425700000661891,0.3620776999996451,602.453125
70/30,45,0.2,knn,QDA,0.8626624517035476,0.8845713898168839,0.0033909000012499746,0.2743436999990081,613.4736328125
70/30,45,0.2,knn,GNB,0.8918159466104671,0.8988774140127277,0.004833200000575744,0.0015211999998427927,894.0703125
70/30,45,0.3,mean,OVR_GD,0.8071654373024236,0.7205752086827212,1.004273500002455,0.0013450000005832408,1546.640625
70/30,45,0.3,mean,OVO_GD,0.839831401475237,0.8192917044691734,1.590147999999317,0.14998569999806932,1258.7353515625
70/30,45,0.3,mean,Softmax_GD,0.8177028451001054,0.7916935664198493,0.7611419999993814,0.0004908000009891111,3657.765625
70/30,45,0.3,mean,LDA,0.8419388830347735,0.8310506836298419,0.008082100001047365,0.4109795000003942,602.453125
70/30,45,0.3,mean,QDA,0.8739023533544081,0.8759578057760412,0.005361700001230929,0.2873009999966598,613.4736328125
70/30,45,0.3,mean,GNB,0.8721461187214612,0.872241492328529,0.005278500000713393,0.0037506999979086686,913.5859375
70/30,45,0.3,median,OVR_GD,0.8068141903758342,0.7196217298634798,1.0770196999983455,0.0014411000011023134,1546.640625
70/30,45,0.3,median,OVO_GD,0.837021426062522,0.8140019941255838,1.3104456000000937,0.15396230000260402,1258.7353515625
70/30,45,0.3,median,Softmax_GD,0.8148928696873903,0.7879215567638447,0.9738577999996778,0.000556200000573881,3657.765625
70/30,45,0.3,median,LDA,0.8405338953284158,0.8287280030890344,0.004622600001312094,0.3732515000010608,602.453125
70/30,45,0.3,median,QDA,0.8651211801896733,0.8672177843967112,0.0033812999972724356,0.3019860999993398,613.427734375
70/30,45,0.3,median,GNB,0.8689848963821567,0.8671670809327957,0.004763299999467563,0.0016448999995191116,913.5859375
70/30,45,0.3,knn,OVR_GD,0.8426413768879523,0.770465358399595,1.0842381000002206,0.001114499998948304,1546.640625
70/30,45,0.3,knn,OVO_GD,0.882683526519143,0.8797149639222708,1.4404499999982363,0.1577341999982309,1258.7353515625
70/30,45,0.3,knn,Softmax_GD,0.8693361433087461,0.8623793168514645,0.6823428999996395,0.0006472999994002748,3657.765625
70/30,45,0.3,knn,LDA,0.8861959957850368,0.8967376211607371,0.003313099998194957,0.39019009999901755,602.453125
70/30,45,0.3,knn,QDA,0.8306989813839128,0.8603186439775486,0.003990500001236796,0.31361050000123214,613.4736328125
70/30,45,0.3,knn,GNB,0.8819810326659642,0.8856346656914231,0.005788200000097277,0.002988500000355998,894.0703125
70/30,46,0.1,mean,OVR_GD,0.8468563400070249,0.7522582113621982,1.1122141999985615,0.0014260999996622559,1547.265625
70/30,46,0.1,mean,OVO_GD,0.8851422550052687,0.8757175217325205,1.504146800001763,0.14112759999989066,1258.7353515625
70/30,46,0.1,mean,Softmax_GD,0.8703898840885143,0.8548615819277912,0.7614066999994975,0.0005504999971890356,3657.765625
70/30,46,0.1,mean,LDA,0.8897084650509308,0.8922735383087298,0.008904399997845758,0.38182279999819,602.453125
70/30,46,0.1,mean,QDA,0.7924130663856691,0.8240196156492671,0.005600600001343992,0.28037460000268766,613.4736328125
70/30,46,0.1,mean,GNB,0.8911134527572884,0.8965327239951141,0.003952399998524925,0.001353799998469185,913.5859375
70/30,46,0.1,median,OVR_GD,0.8468563400070249,0.7505935071624111,1.0685639000002993,0.0013954999994894024,1546.640625
70/30,46,0.1,median,OVO_GD,0.885493501931858,0.8760984059694784,1.2631159999982629,0.1569932999991579,1258.7353515625
70/30,46,0.1,median,Softmax_GD,0.8686336494555673,0.8522060231299541,0.6426246999981231,0.0005452000004879665,3657.765625
70/30,46,0.1,median,LDA,0.8893572181243414,0.8918184680493734,0.003025800000614254,0.34479450000071665,602.453125
70/30,46,0.1,median,QDA,0.7934668071654373,0.8261501794884399,0.004627300000720425,0.29245349999837345,613.4736328125
70/30,46,0.1,median,GNB,0.8900597119775202,0.8948336143473782,0.003498300000501331,0.001441000000340864,913.5859375
70/30,46,0.1,knn,OVR_GD,0.8661749209694415,0.7778025400976014,1.0659038000012515,0.001504600000771461,1546.640625
70/30,46,0.1,knn,OVO_GD,0.9023533544081489,0.8987303556124554,1.3881131999987701,0.16103999999904772,1258.7353515625
70/30,46,0.1,knn,Softmax_GD,0.8876009834913945,0.8819817909387897,0.6540052000018477,0.0008798999988357536,3657.765625
70/30,46,0.1,knn,LDA,0.8921671935370565,0.9097944305440256,0.002757199999905424,0.37985549999939394,602.453125
70/30,46,0.1,knn,QDA,0.8823322795925536,0.903000898075229,0.0034412000022712164,0.28881769999861717,613.4736328125
70/30,46,0.1,knn,GNB,0.8932209343168247,0.9041117565090148,0.0041911000007530674,0.001355899999907706,894.0703125
70/30,46,0.2,mean,OVR_GD,0.8366701791359326,0.7444614174837298,1.0218505000011646,0.000994199999695411,1546.640625
70/30,46,0.2,mean,OVO_GD,0.87284861257464,0.858509019556588,1.363399499998195,0.16692139999940991,1258.7353515625
70/30,46,0.2,mean,Softmax_GD,0.8584474885844748,0.8377951255163006,0.7583100000010745,0.002029799998126691,3657.765625
70/30,46,0.2,mean,LDA,0.8707411310151036,0.872501365845295,0.0164334000000963,0.39754119999997783,602.453125
70/30,46,0.2,mean,QDA,0.8595012293642431,0.8756565529129486,0.00469149999844376,0.30456880000201636,613.4736328125
70/30,46,0.2,mean,GNB,0.8865472427116263,0.8884855788297276,0.005684200001269346,0.0020058000009157695,913.5859375
70/30,46,0.2,median,OVR_GD,0.8359676852827538,0.7400213569023854,1.0781337000007625,0.0011955000009038486,1547.265625
70/30,46,0.2,median,OVO_GD,0.87284861257464,0.8561181494634201,1.3753021000011358,0.14845239999704063,1258.7353515625
70/30,46,0.2,median,Softmax_GD,0.8584474885844748,0.8374881565809967,0.7507893000001786,0.0005027000006521121,3657.765625
70/30,46,0.2,median,LDA,0.8665261678960309,0.8669958937529183,0.005098499997984618,0.3799354000002495,602.453125
70/30,46,0.2,median,QDA,0.8556375131717597,0.8740075558648203,0.0039354000000457745,0.3166768000010052,613.4736328125
70/30,46,0.2,median,GNB,0.882683526519143,0.885386275679725,0.003921700001228601,0.00185070000225096,913.5859375
70/30,46,0.2,knn,OVR_GD,0.8640674394099052,0.7822622930703533,0.9669820999988588,0.000966899999184534,1546.640625
70/30,46,0.2,knn,OVO_GD,0.9020021074815595,0.8984822747524184,1.3507193000041298,0.14731269999901997,1258.7353515625
70/30,46,0.2,knn,Softmax_GD,0.8893572181243414,0.8829695225930206,0.7179651999977068,0.0005348999984562397,3657.765625
70/30,46,0.2,knn,LDA,0.8918159466104671,0.9072210609854052,0.0032709000006434508,0.35291610000422224,602.453125
70/30,46,0.2,knn,QDA,0.8746048472075869,0.8959893844761624,0.005078400005004369,0.2822202000024845,613.4736328125
70/30,46,0.2,knn,GNB,0.8921671935370565,0.901996956240393,0.004116500000236556,0.001330399994913023,894.0703125
70/30,46,0.3,mean,OVR_GD,0.8162978573937478,0.7223719019715213,1.0259819000057178,0.0009658999988459982,1546.640625
70/30,46,0.3,mean,OVO_GD,0.8440463645943098,0.8234642483130915,1.3691259999977774,0.16363039999851026,1258.7353515625
70/30,46,0.3,mean,Softmax_GD,0.8299964875307341,0.8022743186220594,0.6720765999998548,0.00045149999641580507,3657.765625
70/30,46,0.3,mean,LDA,0.835265191429575,0.8251563458036293,0.0030225000009522773,0.3689700000031735,602.453125
70/30,46,0.3,mean,QDA,0.8784685634000703,0.8849485590239368,0.004043200002342928,0.275862499998766,613.4736328125
70/30,46,0.3,mean,GNB,0.8682824025289779,0.8669419601791984,0.004799400005140342,0.0016185999993467703,913.5859375
70/30,46,0.3,median,OVR_GD,0.8159466104671584,0.7281889032937671,1.0773112000024412,0.0027722000013454817,1546.640625
70/30,46,0.3,median,OVO_GD,0.8391289076220583,0.8167119801453016,1.4040983999948367,0.14702959999704035,1259.3603515625
70/30,46,0.3,median,Softmax_GD,0.827186512118019,0.797270681044484,0.6806884999969043,0.0005880000026081689,3657.765625
70/30,46,0.3,median,LDA,0.8324552160168599,0.820417148017676,0.004199899995001033,0.3567870999977458,602.453125
70/30,46,0.3,median,QDA,0.8746048472075869,0.8798205655253437,0.0032587999958195724,0.2889199999990524,613.4736328125
70/30,46,0.3,median,GNB,0.8661749209694415,0.8655183085459722,0.0036325000037322752,0.001571400003740564,913.5859375
70/30,46,0.3,knn,OVR_GD,0.8559887600983491,0.7712310137146234,1.0677424000023166,0.001585899997735396,1547.265625
70/30,46,0.3,knn,OVO_GD,0.8935721812434141,0.8910186120575535,1.3781425999986823,0.1570815999948536,1258.7353515625
70/30,46,0.3,knn,Softmax_GD,0.8805760449596066,0.8738968964460098,0.616653299999598,0.0005097999965073541,3657.765625
70/30,46,0.3,knn,LDA,0.8879522304179839,0.8991171121988657,0.0035172999996575527,0.394306800000777,602.453125
70/30,46,0.3,knn,QDA,0.8461538461538461,0.8662823064900096,0.004815000000235159,0.29742110000370303,613.4736328125
70/30,46,0.3,knn,GNB,0.8840885142255005,0.8877913019221754,0.004277199994248804,0.0014134000011836179,894.0703125
80/20,42,0.1,mean,OVR_GD,0.8409689310163244,0.7595768141285316,1.160926999997173,0.0007995000050868839,1754.640625
80/20,42,0.1,mean,OVO_GD,0.8788836229594523,0.8637562466658293,1.4545981000046595,0.10519570000178646,1411.8876953125
80/20,42,0.1,mean,Softmax_GD,0.8604528699315429,0.8388328768113736,0.7223653000037302,0.00034720000257948413,4168.796875
80/20,42,0.1,mean,LDA,0.8883622959452343,0.8908101307807298,0.004570500001136679,0.25958189999801107,678.703125
80/20,42,0.1,mean,QDA,0.8088467614533965,0.8345299016407826,0.006616000006033573,0.24179990000266116,689.861328125
80/20,42,0.1,mean,GNB,0.8883622959452343,0.8913553284413677,0.008219999996072147,0.002885900001274422,1015.1328125
80/20,42,0.1,median,OVR_GD,0.8430753027909426,0.7612845973492927,1.1676153000007616,0.001095699997677002,1754.015625
80/20,42,0.1,median,OVO_GD,0.8794102159031069,0.8631027649223648,1.467437899998913,0.09944820000237087,1411.8876953125
80/20,42,0.1,median,Softmax_GD,0.8593996840442338,0.8375171993994783,0.7048764999999548,0.0005316999959177338,4168.796875
80/20,42,0.1,median,LDA,0.8888888888888888,0.8905318931539286,0.008365100002265535,0.2573173999990104,678.703125
80/20,42,0.1,median,QDA,0.8051606108478147,0.8312798561775097,0.0049196000036317855,0.19572409999818774,689.76953125
80/20,42,0.1,median,GNB,0.8894154818325435,0.8919793101412481,0.0063270999962696806,0.0015564000059384853,1015.1328125
80/20,42,0.1,knn,OVR_GD,0.8588730911005793,0.7813006674427347,1.0871349000008195,0.0009477999992668629,1754.015625
80/20,42,0.1,knn,OVO_GD,0.8957345971563981,0.8905546140562919,1.4038448999999673,0.1057961000042269,1411.8876953125
80/20,42,0.1,knn,Softmax_GD,0.8809899947340706,0.8723166370966631,0.7587213000006159,0.0003924999982700683,4168.796875
80/20,42,0.1,knn,LDA,0.9031068983675619,0.9184538511128644,0.0036190000028000213,0.2383786000063992,678.703125
80/20,42,0.1,knn,QDA,0.8936282253817799,0.9111459884697243,0.004590900003677234,0.18002960000012536,689.861328125
80/20,42,0.1,knn,GNB,0.9010005265929436,0.909435663683291,0.004196000001684297,0.0010540000002947636,951.1328125
80/20,42,0.2,mean,OVR_GD,0.8262243285939969,0.739496000287138,1.1668905000042287,0.001138899999205023,1754.015625
80/20,42,0.2,mean,OVO_GD,0.8583464981569247,0.8408363880926218,1.4721481999949901,0.10059550000005402,1411.8876953125
80/20,42,0.2,mean,Softmax_GD,0.8383359662980516,0.8147452034545042,0.7625172999978531,0.0003769000031752512,4168.796875
80/20,42,0.2,mean,LDA,0.8688783570300158,0.869392564300414,0.003541199999745004,0.24145680000219727,678.703125
80/20,42,0.2,mean,QDA,0.8551869404949973,0.8676725232361421,0.003720299995620735,0.2090853000045172,689.861328125
80/20,42,0.2,mean,GNB,0.8820431806213797,0.8847677649533308,0.0037897000001976267,0.00101600000198232,1015.1328125
80/20,42,0.2,median,OVR_GD,0.8235913638757241,0.7392675673455685,1.139212399997632,0.001320399998803623,1754.015625
80/20,42,0.2,median,OVO_GD,0.8578199052132701,0.8394159469777084,1.445559100000537,0.09421740000107093,1411.8876953125
80/20,42,0.2,median,Softmax_GD,0.8367561874670879,0.8113327481119281,0.7303375000046799,0.0003378000037628226,4168.796875
80/20,42,0.2,median,LDA,0.8699315429173249,0.8689684639047753,0.005201800006034318,0.26110550000157673,678.703125
80/20,42,0.2,median,QDA,0.8551869404949973,0.8672526678831319,0.0065816000060294755,0.1992997999986983,689.76953125
80/20,42,0.2,median,GNB,0.8809899947340706,0.882739573882808,0.0038974999988568015,0.001030300001730211,1015.1328125
80/20,42,0.2,knn,OVR_GD,0.8593996840442338,0.7839214667458918,1.1386205000017071,0.0007364999983110465,1754.015625
80/20,42,0.2,knn,OVO_GD,0.8931016324381253,0.8871563635319585,1.4555354000040097,0.08848489999945741,1411.8876953125
80/20,42,0.2,knn,Softmax_GD,0.8825697735650342,0.8741687738445268,0.7712435000066762,0.0005799999998998828,4168.796875
80/20,42,0.2,knn,LDA,0.8925750394944708,0.9065965167263341,0.004797599998710211,0.2277754999959143,678.703125
80/20,42,0.2,knn,QDA,0.8841495523959979,0.9050548279980425,0.005087899997306522,0.19367459999921266,689.861328125
80/20,42,0.2,knn,GNB,0.8973143759873617,0.9023189468402097,0.0042673999996623024,0.0010777999996207654,951.1328125
80/20,42,0.3,mean,OVR_GD,0.8041074249605056,0.7133129183838787,1.1010219999952824,0.0008558000045013614,1754.015625
80/20,42,0.3,mean,OVO_GD,0.8378093733543971,0.8126199493160751,1.4330661999993026,0.10774600000149803,1411.8876953125
80/20,42,0.3,mean,Softmax_GD,0.8088467614533965,0.7743689664832244,0.7712122000011732,0.0004293999954825267,4168.796875
80/20,42,0.3,mean,LDA,0.8378093733543971,0.8252105703436605,0.002969599998323247,0.25729039999714587,678.703125
80/20,42,0.3,mean,QDA,0.8751974723538705,0.8779215587092447,0.00448369999503484,0.16927489999943646,689.861328125
80/20,42,0.3,mean,GNB,0.8778304370721433,0.8753514554473408,0.004554099999950267,0.00113229999988107,1015.1328125
80/20,42,0.3,median,OVR_GD,0.8046340179041601,0.7137149826532527,1.1722544000003836,0.0013319999998202547,1754.640625
80/20,42,0.3,median,OVO_GD,0.8388625592417062,0.8114357909645857,1.4251382000002195,0.10580109999864362,1411.8876953125
80/20,42,0.3,median,Softmax_GD,0.808320168509742,0.7727546320607758,0.7261271999959718,0.00040899999294197187,4168.796875
80/20,42,0.3,median,LDA,0.8351764086361243,0.8201579762096834,0.007640800002263859,0.26427179999882355,678.703125
80/20,42,0.3,median,QDA,0.8720379146919431,0.8755884913544145,0.004056799996760674,0.18003029999817954,689.861328125
80/20,42,0.3,median,GNB,0.8767772511848341,0.8757442394897027,0.003685899995616637,0.0010187000007135794,1015.1328125
80/20,42,0.3,knn,OVR_GD,0.856766719325961,0.7778974989978437,1.1108767000041553,0.0006733999980497174,1754.015625
80/20,42,0.3,knn,OVO_GD,0.8941548183254344,0.887464462531307,1.414302500001213,0.09165139999822713,1411.8876953125
80/20,42,0.3,knn,Softmax_GD,0.8815165876777251,0.8725665011066343,0.7570487999983015,0.0003648999991128221,4168.796875
80/20,42,0.3,knn,LDA,0.8967877830437072,0.9061172774780806,0.0042542000010143965,0.23795869999594288,678.703125
80/20,42,0.3,knn,QDA,0.8599262769878884,0.878777396208611,0.003966500000387896,0.17972010000084992,689.861328125
80/20,42,0.3,knn,GNB,0.8873091100579252,0.8864561831282732,0.004312600001867395,0.0008365999965462834,951.1328125
80/20,43,0.1,mean,OVR_GD,0.8383359662980516,0.7548423000283883,1.502787500001432,0.001297599999816157,1754.015625
80/20,43,0.1,mean,OVO_GD,0.8751974723538705,0.8583780130078557,1.7915787999954773,0.12199700000201119,1411.8876953125
80/20,43,0.1,mean,Softmax_GD,0.8625592417061612,0.843201707615301,0.9793470000004163,0.000523599999723956,4168.796875
80/20,43,0.1,mean,LDA,0.8836229594523434,0.8867262976794273,0.004836599997361191,0.2940611000012723,678.703125
80/20,43,0.1,mean,QDA,0.7951553449183781,0.8233815421509113,0.005002400001103524,0.2511988000042038,689.861328125
80/20,43,0.1,mean,GNB,0.8788836229594523,0.8837875077897125,0.006027299998095259,0.0015629999979864806,1015.1328125
80/20,43,0.1,median,OVR_GD,0.8367561874670879,0.7532154531931431,1.5735958000004757,0.001733999997668434,1754.015625
80/20,43,0.1,median,OVO_GD,0.875724065297525,0.8588295407069289,1.9353336000058334,0.1190878999987035,1412.5126953125
80/20,43,0.1,median,Softmax_GD,0.861506055818852,0.8418260636703213,1.0143407000068692,0.000571299999137409,4168.796875
80/20,43,0.1,median,LDA,0.8820431806213797,0.8834678848208649,0.00512009999511065,0.31030140000075335,678.703125
80/20,43,0.1,median,QDA,0.7867298578199052,0.8153214842843888,0.0055441000004066154,0.24289390000194544,689.76953125
80/20,43,0.1,median,GNB,0.8794102159031069,0.8837367901690902,0.005842600003234111,0.0016346999982488342,1015.1328125
80/20,43,0.1,knn,OVR_GD,0.8467614533965245,0.7672918890315621,1.553308200003812,0.0010579000008874573,1754.015625
80/20,43,0.1,knn,OVO_GD,0.8888888888888888,0.8791817778233061,1.9670604999992065,0.12840330000472022,1412.5126953125
80/20,43,0.1,knn,Softmax_GD,0.8783570300157978,0.8679285049567145,1.0883790000007139,0.0005815000040456653,4168.796875
80/20,43,0.1,knn,LDA,0.8957345971563981,0.91262588880749,0.005473299999721348,0.3340572000015527,678.703125
80/20,43,0.1,knn,QDA,0.885202738283307,0.9035637309938546,0.006681599996227305,0.26730310000129975,689.677734375
80/20,43,0.1,knn,GNB,0.8862559241706162,0.8974260548858496,0.006080700004531536,0.0013548999995691702,951.1328125
80/20,43,0.2,mean,OVR_GD,0.8151658767772512,0.7307532732145664,1.5978747000044677,0.0015802999987499788,1754.015625
80/20,43,0.2,mean,OVO_GD,0.8478146392838336,0.8268334391373626,1.9928198000052362,0.1418485000031069,1411.8876953125
80/20,43,0.2,mean,Softmax_GD,0.8357030015797788,0.8106839899789868,1.1136893999937456,0.0005897000010008924,4168.796875
80/20,43,0.2,mean,LDA,0.8604528699315429,0.8617559456595906,0.005363299998862203,0.3197015000041574,678.703125
80/20,43,0.2,mean,QDA,0.8551869404949973,0.8680176658819461,0.005322199998772703,0.2517891999959829,689.76953125
80/20,43,0.2,mean,GNB,0.8704581358609794,0.8759321405275744,0.006161899997096043,0.0016544000027352013,1015.1328125
80/20,43,0.2,median,OVR_GD,0.8167456556082149,0.7358770503534288,1.6037866000042413,0.0012052999954903498,1754.640625
80/20,43,0.2,median,OVO_GD,0.8462348604528699,0.8224089680499114,1.9507635999980266,0.13945529999909922,1411.8876953125
80/20,43,0.2,median,Softmax_GD,0.8309636650868878,0.8051452293567386,1.114688900001056,0.0006110000031185336,4168.796875
80/20,43,0.2,median,LDA,0.8593996840442338,0.8593524391633498,0.006893400000990368,0.3514426000037929,678.703125
80/20,43,0.2,median,QDA,0.8509741969457609,0.8630596688043747,0.005877699994016439,0.2663114000024507,689.76953125
80/20,43,0.2,median,GNB,0.8715113217482886,0.8778171041985565,0.006035600003087893,0.0019940999991376884,1015.1328125
80/20,43,0.2,knn,OVR_GD,0.8493944181147972,0.7673219722392783,1.776085099998454,0.001149199997598771,1754.015625
80/20,43,0.2,knn,OVO_GD,0.8888888888888888,0.8803236142116871,2.134563200001139,0.18645899999683024,1411.8876953125
80/20,43,0.2,knn,Softmax_GD,0.8767772511848341,0.8680732174744562,0.7377779000016744,0.0003786000015679747,4168.796875
80/20,43,0.2,knn,LDA,0.8857293312269615,0.8989387526060301,0.005275800001982134,0.23436470000160625,678.703125
80/20,43,0.2,knn,QDA,0.8667719852553976,0.8900185780801292,0.005168999996385537,0.1778455000021495,689.7236328125
80/20,43,0.2,knn,GNB,0.8846761453396524,0.8963057326535765,0.003907399994204752,0.0008059999963734299,951.1328125
80/20,43,0.3,mean,OVR_GD,0.7956819378620327,0.7090907663948504,1.0201961999991909,0.0015004000015323982,1754.640625
80/20,43,0.3,mean,OVO_GD,0.8251711427066877,0.799244503070982,1.454757999999856,0.09421480000310112,1411.8876953125
80/20,43,0.3,mean,Softmax_GD,0.8062137967351237,0.7799294194835035,0.7415738000054262,0.00047449999692616984,4168.796875
80/20,43,0.3,mean,LDA,0.8404423380726699,0.8263152839993336,0.004230699996696785,0.25535169999784557,678.703125
80/20,43,0.3,mean,QDA,0.8715113217482886,0.8765790292289302,0.0038461000003735535,0.21997369999735383,689.7236328125
80/20,43,0.3,mean,GNB,0.8683517640863613,0.8652266535169739,0.005148299998836592,0.001865999998699408,1015.1328125
80/20,43,0.3,median,OVR_GD,0.7967351237493417,0.7093683316952737,1.2513113999957568,0.0010601000030874275,1754.015625
80/20,43,0.3,median,OVO_GD,0.8246445497630331,0.7974380195971181,1.46076030000404,0.09749709999596234,1411.8876953125
80/20,43,0.3,median,Softmax_GD,0.8062137967351237,0.7777380311733354,0.7466468999991775,0.0003837000040221028,4168.796875
80/20,43,0.3,median,LDA,0.8367561874670879,0.8215152897989427,0.0038435000024037436,0.22320029999536928,678.703125
80/20,43,0.3,median,QDA,0.866245392311743,0.8719423626844041,0.004150199994910508,0.2024373000022024,689.7236328125
80/20,43,0.3,median,GNB,0.8667719852553976,0.8622705873662679,0.0077448000010917895,0.0017261999964830466,1015.1328125
80/20,43,0.3,knn,OVR_GD,0.8436018957345972,0.7578088223214631,1.0724204999933136,0.001141000000643544,1754.015625
80/20,43,0.3,knn,OVO_GD,0.880463401790416,0.8748405569934266,1.58611689999816,0.0927263000048697,1411.8876953125
80/20,43,0.3,knn,Softmax_GD,0.8736176935229067,0.8650218063243391,0.9454580999954487,0.001072599996405188,4169.421875
80/20,43,0.3,knn,LDA,0.8909952606635071,0.9028968063752181,0.003669999998237472,0.2622856999951182,678.703125
80/20,43,0.3,knn,QDA,0.842548709847288,0.865850719350191,0.0039018000024952926,0.19955009999830509,689.76953125
80/20,43,0.3,knn,GNB,0.8751974723538705,0.8809484417727412,0.004878900006588083,0.001061999995727092,951.1328125
80/20,44,0.1,mean,OVR_GD,0.8441284886782517,0.7562497738700944,1.1547051999950781,0.0010122999956365675,1754.015625
80/20,44,0.1,mean,OVO_GD,0.880463401790416,0.8616175617487583,1.4298848000034923,0.09231520000321325,1411.8876953125
80/20,44,0.1,mean,Softmax_GD,0.865192206424434,0.8452281696024483,0.7473769999996875,0.00036220000038156286,4169.421875
80/20,44,0.1,mean,LDA,0.8936282253817799,0.8932133943179067,0.003705100003571715,0.23595120000391034,678.703125
80/20,44,0.1,mean,QDA,0.8056872037914692,0.8354567965271443,0.004313600002205931,0.1983674000002793,689.7236328125
80/20,44,0.1,mean,GNB,0.8941548183254344,0.8973661405220236,0.005743599998822901,0.0014385999966179952,1015.1328125
80/20,44,0.1,median,OVR_GD,0.8436018957345972,0.7579963803459587,1.1497789999993984,0.0007928999984869733,1754.015625
80/20,44,0.1,median,OVO_GD,0.8799368088467614,0.8598027134631366,1.4642824999973527,0.09882010000001173,1411.8876953125
80/20,44,0.1,median,Softmax_GD,0.8672985781990521,0.8471906315305581,0.7415074999953504,0.00040079999598674476,4168.796875
80/20,44,0.1,median,LDA,0.8941548183254344,0.8925457631287105,0.003545699997630436,0.24051180000242312,678.703125
80/20,44,0.1,median,QDA,0.8009478672985783,0.8315075940891731,0.004920099992887117,0.18800139999802923,689.861328125
80/20,44,0.1,median,GNB,0.8952080042127436,0.8978774586392884,0.004348599999502767,0.001070600003004074,1015.1328125
80/20,44,0.1,knn,OVR_GD,0.8609794628751974,0.7766171368314225,1.1120172000009916,0.000807099997473415,1754.640625
80/20,44,0.1,knn,OVO_GD,0.8973143759873617,0.8847101281898856,1.4316652999987127,0.0922500000015134,1411.8876953125
80/20,44,0.1,knn,Softmax_GD,0.885202738283307,0.8716146854514724,0.7860974000068381,0.0007273000010172836,4168.796875
80/20,44,0.1,knn,LDA,0.9052132701421801,0.9179397529779324,0.004179399998974986,0.2309534000014537,678.703125
80/20,44,0.1,knn,QDA,0.889942074776198,0.9077649552298247,0.0036976999981561676,0.20418310000241036,689.76953125
80/20,44,0.1,knn,GNB,0.9010005265929436,0.9075344302924011,0.0045187999930931255,0.0009932999964803457,951.1328125
80/20,44,0.2,mean,OVR_GD,0.8325434439178515,0.7449645738050804,1.1143756000019494,0.0008352000004379079,1754.015625
80/20,44,0.2,mean,OVO_GD,0.875724065297525,0.8576039877739624,1.443535600003088,0.09290329999930691,1411.8876953125
80/20,44,0.2,mean,Softmax_GD,0.85202738283307,0.8291107444604521,0.7517159999988507,0.00037629999860655516,4168.796875
80/20,44,0.2,mean,LDA,0.880463401790416,0.8810849730047057,0.005118900000525173,0.25149550000060117,678.703125
80/20,44,0.2,mean,QDA,0.8799368088467614,0.89319467472955,0.004294099999242462,0.19969270000001416,689.76953125
80/20,44,0.2,mean,GNB,0.8883622959452343,0.8917161342997203,0.004596599996148143,0.0010932000004686415,1015.1328125
80/20,44,0.2,median,OVR_GD,0.8325434439178515,0.7446592044079345,1.1565646000017296,0.0012839999981224537,1754.015625
80/20,44,0.2,median,OVO_GD,0.8762506582411795,0.8581392705882089,1.4596481999979005,0.09928810000565136,1411.8876953125
80/20,44,0.2,median,Softmax_GD,0.8499210110584519,0.82392362610014,0.7602219999971567,0.00045650000538444147,4168.796875
80/20,44,0.2,median,LDA,0.8830963665086888,0.8819607437006541,0.004985799998394214,0.21311109999805922,678.703125
80/20,44,0.2,median,QDA,0.875724065297525,0.8888404348683416,0.0038075000047683716,0.1778656999958912,689.76953125
80/20,44,0.2,median,GNB,0.8920484465508162,0.8950266887643336,0.0038461000003735535,0.0010337999992771074,1015.1328125
80/20,44,0.2,knn,OVR_GD,0.8599262769878884,0.7750232229251347,1.0759985000040615,0.0008738999968045391,1754.015625
80/20,44,0.2,knn,OVO_GD,0.8999473407056345,0.8885762738510377,1.4404397000034805,0.11171019999892451,1412.5126953125
80/20,44,0.2,knn,Softmax_GD,0.885202738283307,0.8716684568452926,0.774756000006164,0.0006180999989737757,4168.796875
