split,seed,model,sigma,f1_macro,f1_drop,fit_time_s,predict_time_s,peak_mem_kb
80/20,42,OVR_GD,0.1,0.7729149336317302,0.010755905675820299,1.6411577999824658,0.001339100010227412,1665.99609375
80/20,42,OVR_GD,0.5,0.6774943244930218,0.10617651481452872,1.63070969999535,0.0012189000262878835,1665.99609375
80/20,42,OVR_GD,1.0,0.5579083236412501,0.22576251566630046,1.6367148000281304,0.001146299997344613,1666.01953125
80/20,42,OVO_GD,0.0,0.8908392613186017,0.0,2.529266700032167,0.19138099998235703,1373.3759765625
80/20,42,OVO_GD,0.1,0.8910608143942053,-0.0002215530756035644,2.471022500016261,0.18396570003824309,1373.3525390625
80/20,42,OVO_GD,0.5,0.7788846604046371,0.11195460091396459,2.464301100000739,0.1843409999855794,1373.3525390625
80/20,42,OVO_GD,1.0,0.6052168521075465,0.2856224092110552,2.4405866999877617,0.18704279995290563,1373.3525390625
80/20,42,Softmax_GD,0.0,0.8726836377451591,0.0,0.7444482000428252,0.0004839000175707042,4168.75
80/20,42,Softmax_GD,0.1,0.8710781103203705,0.0016055274247885887,0.7401671000407077,0.00044570001773536205,4168.7265625
80/20,42,Softmax_GD,0.5,0.7636327007489715,0.10905093699618762,0.7425024999538437,0.00045950000640004873,4169.359375
80/20,42,Softmax_GD,1.0,0.5866345974035,0.2860490403416591,0.7461449999827892,0.0004545999690890312,4168.7265625
80/20,42,LDA,0.0,0.925346949954689,0.0,0.004608099989127368,0.3542349000344984,678.8671875
80/20,42,LDA,0.1,0.36898425401882934,0.5563626959358596,0.005454700032714754,0.35044680000282824,678.84375
80/20,42,LDA,0.5,0.13216612028563174,0.7931808296690572,0.00561970000853762,0.34756550000747666,678.75
80/20,42,LDA,1.0,0.10476346221962336,0.8205834877350656,0.004608999995980412,0.34643320000031963,678.75
80/20,42,QDA,0.0,0.9258064105809761,0.0,0.005157900042831898,0.30625820002751425,689.7236328125
80/20,42,QDA,0.1,0.16934860013133232,0.7564578104496438,0.005414900020696223,0.3016469000140205,689.5751953125
80/20,42,QDA,0.5,0.11778097560088442,0.8080254349800917,0.006299900007434189,0.30327800003578886,689.4208984375
80/20,42,QDA,1.0,0.125411594337366,0.8003948162436101,0.009705200034659356,0.3008182000485249,689.466796875
80/20,42,GNB,0.0,0.909238476324225,0.0,0.0058991999831050634,0.001732699980493635,1015.2734375
80/20,42,GNB,0.1,0.7398610024727105,0.16937747385151458,0.005768899980466813,0.0015031000366434455,1015.21875
80/20,42,GNB,0.5,0.5993650614214897,0.30987341490273534,0.006368899950757623,0.0016701000276952982,1015.21875
80/20,42,GNB,1.0,0.35252000204501377,0.5567184742792113,0.006389599991962314,0.0016621000249870121,1015.21875
80/20,43,OVR_GD,0.0,0.7699317968732581,0.0,1.71304030000465,0.0012882999726571143,1665.99609375
80/20,43,OVR_GD,0.1,0.7629180903184405,0.007013706554817589,1.6725925999926403,0.001202200015541166,1666.68359375
80/20,43,OVR_GD,0.5,0.6672075092358726,0.1027242876373855,1.641387100040447,0.001147200004197657,1665.99609375
80/20,43,OVR_GD,1.0,0.5282345731963045,0.24169722367695357,1.6423174000228755,0.0013511000433936715,1666.01953125
80/20,43,OVO_GD,0.0,0.8805115390069134,0.0,2.462701999989804,0.1914212999981828,1373.3759765625
80/20,43,OVO_GD,0.1,0.8820775878392614,-0.0015660488323480104,2.455986299959477,0.1894869999960065,1373.3525390625
80/20,43,OVO_GD,0.5,0.7709663252744521,0.10954521373246129,2.4696059999987483,0.18618289998266846,1373.9853515625
80/20,43,OVO_GD,1.0,0.6034172613619411,0.2770942776449723,2.4613628999795765,0.18335069995373487,1373.3525390625
80/20,43,Softmax_GD,0.0,0.8704234125823737,0.0,0.7426347000291571,0.00045789999421685934,4168.75
80/20,43,Softmax_GD,0.1,0.8658264962478555,0.004596916334518197,0.7412731000222266,0.00047280004946514964,4168.7265625
80/20,43,Softmax_GD,0.5,0.7473790511094046,0.12304436147296904,0.7414575999719091,0.0004569999873638153,4168.7265625
80/20,43,Softmax_GD,1.0,0.5817919132157094,0.2886314993666642,0.7407538999686949,0.000464899989310652,4168.7265625
80/20,43,LDA,0.0,0.9141577720311769,0.0,0.0046184000093489885,0.34879800002090633,678.8671875
80/20,43,LDA,0.1,0.3806592837854462,0.5334984882457307,0.00568650005152449,0.3535208000103012,678.84375
80/20,43,LDA,0.5,0.13301588692829078,0.7811418851028861,0.004643099964596331,0.3926447000121698,678.75
80/20,43,LDA,1.0,0.11809496005252758,0.7960628119786493,0.004640700004529208,0.3477493000100367,678.75
80/20,43,QDA,0.0,0.9091534748943629,0.0,0.008057099999859929,0.29176440002629533,689.76953125
80/20,43,QDA,0.1,0.15241653588206786,0.7567369390122951,0.008818799979053438,0.2919882999849506,689.4833984375
80/20,43,QDA,0.5,0.114850355152368,0.794303119741995,0.00518410000950098,0.2986001999815926,689.466796875
80/20,43,QDA,1.0,0.1079193924501525,0.8012340824442105,0.006675300013739616,0.29984150000382215,689.466796875
80/20,43,GNB,0.0,0.8966331288484651,0.0,0.006073900032788515,0.0015373000060208142,1015.2734375
80/20,43,GNB,0.1,0.7331248567025692,0.16350827214589592,0.006523999967612326,0.0018162000342272222,1015.21875
80/20,43,GNB,0.5,0.6049830185004849,0.2916501103479803,0.006067899987101555,0.001712600002065301,1015.21875
80/20,43,GNB,1.0,0.35803061585655227,0.5386025129919129,0.005793799995444715,0.0015507999924011528,1015.21875
80/20,44,OVR_GD,0.0,0.7705860686528168,0.0,1.6319986999733374,0.0013571000308729708,1665.99609375
80/20,44,OVR_GD,0.1,0.7731256209378284,-0.0025395522850116814,1.629457300005015,0.0012514999834820628,1665.99609375
80/20,44,OVR_GD,0.5,0.6913724982267591,0.0792135704260577,1.63994179997826,0.0011582000297494233,1665.99609375
80/20,44,OVR_GD,1.0,0.5363824194180463,0.23420364923477044,1.6297899999772198,0.001388200034853071,1666.65234375
80/20,44,OVO_GD,0.0,0.8887056757930774,0.0,2.5269312000018544,0.1979484999901615,1373.3759765625
80/20,44,OVO_GD,0.1,0.8855634816690147,0.0031421941240626916,2.4666883000172675,0.18818860000465065,1373.3525390625
80/20,44,OVO_GD,0.5,0.7858431584428301,0.1028625173502472,2.4348179000080563,0.18478969996795058,1373.3525390625
80/20,44,OVO_GD,1.0,0.60640028584917,0.2823053899439073,2.436557100038044,0.18781949998810887,1374.2666015625
80/20,44,Softmax_GD,0.0,0.8701743302910685,0.0,0.7492692000232637,0.00045870000030845404,4168.75
80/20,44,Softmax_GD,0.1,0.8678333593265178,0.0023409709645506593,0.7456389000290073,0.0004450999549590051,4168.7265625
80/20,44,Softmax_GD,0.5,0.7546695660929296,0.11550476419813893,0.745905700023286,0.0004401000333018601,4168.7265625
80/20,44,Softmax_GD,1.0,0.5832742405764303,0.2869000897146382,0.7445070999674499,0.00046170002315193415,4168.7265625
80/20,44,LDA,0.0,0.926525355067484,0.0,0.0046925999922677875,0.3467275000293739,678.8671875
80/20,44,LDA,0.1,0.3776196236990642,0.5489057313684198,0.004706899984739721,0.34778240002924576,678.84375
80/20,44,LDA,0.5,0.13747761518547066,0.7890477398820134,0.004642300016712397,0.3450127000105567,678.75
80/20,44,LDA,1.0,0.09778436710236695,0.8287409879651171,0.004856100014876574,0.3488838000339456,678.75
80/20,44,QDA,0.0,0.9217147969965739,0.0,0.005490100011229515,0.29295620002085343,689.677734375
80/20,44,QDA,0.1,0.13760538767157385,0.7841094093250001,0.0052693000179715455,0.2972624999820255,689.6669921875
80/20,44,QDA,0.5,0.10512185657292146,0.8165929404236524,0.005180699983611703,0.2859811999951489,689.5126953125
80/20,44,QDA,1.0,0.08905654241366526,0.8326582545829087,0.0061508999788202345,0.29155460000038147,689.4208984375
80/20,44,GNB,0.0,0.9093231257536946,0.0,0.006459299998823553,0.001678000029642135,1015.2734375
80/20,44,GNB,0.1,0.7473515219760246,0.16197160377766995,0.006334899982903153,0.0015855999663472176,1015.21875
80/20,44,GNB,0.5,0.5865248986548879,0.3227982270988067,0.006298399996012449,0.0016694999649189413,1015.21875
80/20,44,GNB,1.0,0.34806294239978014,0.5612601833539144,0.0059287999756634235,0.0016695999656803906,1015.21875
80/20,45,OVR_GD,0.0,0.7875900120538858,0.0,1.70433800003957,0.0012189000262878835,1666.68359375
80/20,45,OVR_GD,0.1,0.7747534721650268,0.012836539888859022,1.736023900040891,0.001164599962066859,1665.99609375
80/20,45,OVR_GD,0.5,0.6815196880538043,0.10607032400008154,1.7682377999881282,0.001166699978057295,1665.99609375
80/20,45,OVR_GD,1.0,0.5468110027560146,0.24077900929787122,1.736293599999044,0.0012239000061526895,1666.01953125
80/20,45,OVO_GD,0.0,0.8904596682235735,0.0,2.578917100036051,0.18768380000256002,1373.3759765625
80/20,45,OVO_GD,0.1,0.8857457620368763,0.004713906186697203,2.4576109999907203,0.18778520001797006,1374.2666015625
80/20,45,OVO_GD,0.5,0.7955050833450169,0.09495458487855657,2.4567618999863043,0.1883053999627009,1373.3525390625
80/20,45,OVO_GD,1.0,0.6072094711749786,0.2832501970485949,2.4590066999662668,0.18744130001869053,1373.3525390625
80/20,45,Softmax_GD,0.0,0.8748046442738079,0.0,0.7496015999931842,0.0004588000010699034,4168.75
80/20,45,Softmax_GD,0.1,0.8664516321005366,0.008353012173271335,0.7433399999863468,0.00044899998465552926,4168.7265625
80/20,45,Softmax_GD,0.5,0.7651713505974592,0.10963329367634866,0.7479998000198975,0.00047720002476125956,4168.7265625
80/20,45,Softmax_GD,1.0,0.5749479321559822,0.2998567121178257,0.7446496000047773,0.00047559995437040925,4169.359375
80/20,45,LDA,0.0,0.922212412808095,0.0,0.007509299961384386,0.36010640003951266,678.8671875
80/20,45,LDA,0.1,0.37223860531782155,0.5499738074902734,0.005874900030903518,0.3503320000017993,678.84375
80/20,45,LDA,0.5,0.13086484859911848,0.7913475642089765,0.004496100009419024,0.38549860002240166,678.75
80/20,45,LDA,1.0,0.10424158929342642,0.8179708235146685,0.005437899962998927,0.3497505999985151,678.75
80/20,45,QDA,0.0,0.9162962696100385,0.0,0.005048000020906329,0.30273669998859987,689.7236328125
80/20,45,QDA,0.1,0.1529768503104927,0.7633194192995458,0.005282400001306087,0.3056284999474883,689.529296875
80/20,45,QDA,0.5,0.12012305538704472,0.7961732142229938,0.006106899993028492,0.2946753000142053,689.650390625
80/20,45,QDA,1.0,0.12421110313760572,0.7920851664724328,0.006166199978906661,0.3024664000258781,689.466796875
80/20,45,GNB,0.0,0.9034117000008143,0.0,0.00607750000199303,0.0016948999837040901,1015.2734375
80/20,45,GNB,0.1,0.7369590370708489,0.1664526629299654,0.00579610001295805,0.001582800003234297,1015.21875
80/20,45,GNB,0.5,0.5987273603517818,0.3046843396490325,0.005870799999684095,0.0015638999757356942,1015.21875
80/20,45,GNB,1.0,0.3398327282889015,0.5635789717119128,0.006473399989772588,0.0017891000024974346,1015.21875
80/20,46,OVR_GD,0.0,0.7692091145107202,0.0,1.6412601000047289,0.0013057999894954264,1665.99609375
80/20,46,OVR_GD,0.1,0.766207005587961,0.0030021089227592057,1.6256056999554858,0.0011501000262796879,1665.99609375
80/20,46,OVR_GD,0.5,0.6803796974080126,0.08882941710270753,1.629945199994836,0.0014445999986492097,1666.95703125
80/20,46,OVR_GD,1.0,0.5302533626225042,0.23895575188821594,1.6308899000287056,0.001164299959782511,1666.01953125
80/20,46,OVO_GD,0.0,0.9003521518944629,0.0,2.496397999988403,0.18684390000998974,1373.3759765625
80/20,46,OVO_GD,0.1,0.8959603354208238,0.004391816473639176,2.4644403000129387,0.18784029997186735,1373.3525390625
80/20,46,OVO_GD,0.5,0.777838593140766,0.12251355875369696,2.5265200000139885,0.18428529996890575,1373.9853515625
80/20,46,OVO_GD,1.0,0.6042847624879997,0.29606738940646327,2.470055699988734,0.18410820001736283,1373.3525390625
80/20,46,Softmax_GD,0.0,0.8817512875257612,0.0,0.740128299978096,0.00044629996409639716,4168.75
80/20,46,Softmax_GD,0.1,0.8758566281470038,0.005894659378757328,0.7418758000130765,0.0004560999805107713,4168.7265625
80/20,46,Softmax_GD,0.5,0.7611867411287471,0.12056454639701408,0.7396263999980874,0.0004993999609723687,4168.7265625
80/20,46,Softmax_GD,1.0,0.5758403129425312,0.3059109745832299,0.7431852999725379,0.00048560003051534295,4168.7265625
80/20,46,LDA,0.0,0.9184044543889632,0.0,0.0045825999695807695,0.3490790000068955,678.8671875
80/20,46,LDA,0.1,0.3617311865622604,0.5566732678267028,0.004820699978154153,0.35330509999766946,678.84375
80/20,46,LDA,0.5,0.1291866194290299,0.7892178349599334,0.005521299957763404,0.3493653000332415,678.75
80/20,46,LDA,1.0,0.10951279632010115,0.8088916580688621,0.004374699958134443,0.3452057000249624,678.75
80/20,46,QDA,0.0,0.9199480469102211,0.0,0.0051726000383496284,0.28669090004405007,689.7236328125
80/20,46,QDA,0.1,0.18161876085343573,0.7383292860567854,0.0069132999633438885,0.28634589997818694,689.4833984375
80/20,46,QDA,0.5,0.10130393449409271,0.8186441124161284,0.005309100029990077,0.2877544000511989,689.4208984375
80/20,46,QDA,1.0,0.10491716945438832,0.8150308774558328,0.005795599950943142,0.29509329999564216,689.4208984375
80/20,46,GNB,0.0,0.9033430953272942,0.0,0.005940800008829683,0.0017154999659396708,1015.2734375
80/20,46,GNB,0.1,0.7442979267882047,0.15904516853908945,0.005905199970584363,0.0015440999995917082,1015.21875
80/20,46,GNB,0.5,0.5871225997401323,0.3162204955871619,0.0063165000174194574,0.0015860999701544642,1015.21875
80/20,46,GNB,1.0,0.32580027970565256,0.5775428156216416,0.006452100002206862,0.001613799948245287,1015.21875
