split,seed,model,fold,accuracy,f1_macro,fit_time_s,predict_time_s,peak_mem_kb
70/30,45,OVO_GD,1,0.8850488354620586,0.8720955224985217,0.6091713750001873,0.038175683000190475,1048.826171875
70/30,45,OVO_GD,2,0.9096385542168675,0.9017185372817658,0.6022388600003978,0.038001488000190875,1049.2041015625
70/30,45,OVO_GD,3,0.8921568627450981,0.8887710060779668,0.6054259190004814,0.03953212299984443,1049.5576171875
70/30,45,OVO_GD,4,0.9040785498489426,0.8959094930206638,0.6089111940000294,0.037382394999440294,1049.5595703125
70/30,45,OVO_GD,5,0.9018126888217523,0.8950966353145867,0.604036630000337,0.03802562500004569,1049.5595703125
70/30,45,Softmax_GD,1,0.8670172802404207,0.8514783720525819,0.33178607699937857,0.0002593569997770828,2940.8515625
70/30,45,Softmax_GD,2,0.8990963855421686,0.8903040527518747,0.35566157900029793,0.00027168299948243657,2942.4921875
70/30,45,Softmax_GD,3,0.8755656108597285,0.8705486023265436,0.3383097109999653,0.0002510580006855889,2943.5703125
70/30,45,Softmax_GD,4,0.8874622356495468,0.8767350011961321,0.33418228100072156,0.0002447719998599496,2944.6484375
70/30,45,Softmax_GD,5,0.8957703927492447,0.8900052996373463,0.3337041680006223,0.0002549959999669227,2944.6484375
70/30,45,LDA,1,0.8948159278737791,0.9129732539184203,0.0022839870007373975,0.09266804299932119,495.66796875
70/30,45,LDA,2,0.9096385542168675,0.9255941140962218,0.0022122290001789224,0.09192272200016305,495.54296875
70/30,45,LDA,3,0.8951734539969834,0.9113064447704593,0.002297658000316005,0.09120794299997215,495.79296875
70/30,45,LDA,4,0.9055891238670695,0.9236330807886978,0.0022288049995040637,0.09098066200022004,495.91796875
70/30,45,LDA,5,0.904833836858006,0.923947475188284,0.0021689290006179363,0.09235545199953776,495.91796875
70/30,45,QDA,1,0.8880540946656649,0.9112100801503956,0.002618992999487091,0.07918214500023169,506.671875
70/30,45,QDA,2,0.9066265060240963,0.9248566642630178,0.0024903890007408336,0.07682818800003588,506.609375
70/30,45,QDA,3,0.9012066365007542,0.9171536698869399,0.00250030200004403,0.07716063099996973,506.9130859375
70/30,45,QDA,4,0.9040785498489426,0.9226611857765545,0.0024961990002339007,0.07609976499952609,506.876953125
70/30,45,QDA,5,0.8957703927492447,0.9200573901634869,0.0025041439994311077,0.07694472100047278,506.876953125
70/30,45,GNB,1,0.8797896318557475,0.8879272751948714,0.0026975569999194704,0.0007419779994961573,730.421875
70/30,45,GNB,2,0.9051204819277109,0.9119683405061122,0.002640629999405064,0.0007319249998545274,730.796875
70/30,45,GNB,3,0.8883861236802413,0.8976530927854495,0.0026253240002915845,0.0007372600002781837,731.0703125
70/30,45,GNB,4,0.9070996978851964,0.9159043598158046,0.002644251000674558,0.0007301609994101455,731.3203125
70/30,45,GNB,5,0.9025679758308157,0.916499570731722,0.002649308999934874,0.0007327829998757807,731.3203125
70/30,46,OVR_GD,1,0.8617580766341096,0.7906404896944929,0.5314580290005324,0.0005828739995195065,1258.1484375
70/30,46,OVR_GD,2,0.8569277108433735,0.7807986896364019,0.5362963479992686,0.0005559920000450802,1258.5
70/30,46,OVR_GD,3,0.8544494720965309,0.7778175858883364,0.5461374599999544,0.0005560069994317018,1259.45703125
70/30,46,OVR_GD,4,0.8602719033232629,0.772241898470831,0.5221814579999773,0.0005485029996634694,1259.375
70/30,46,OVR_GD,5,0.8564954682779456,0.7854287061041926,0.5232765689997905,0.0005518499992831494,1259.375
70/30,46,OVO_GD,1,0.8993238166791886,0.8952644872022878,0.6032024190008087,0.038441030000285537,1048.826171875
70/30,46,OVO_GD,2,0.8953313253012049,0.8827199855843618,0.6163157910004884,0.03772290699998848,1049.2041015625
70/30,46,OVO_GD,3,0.8936651583710408,0.8865648279710013,0.610705224999947,0.03793962899999315,1049.5576171875
70/30,46,OVO_GD,4,0.8965256797583081,0.8942539217253956,0.6111102880004182,0.0378684509996674,1049.5595703125
70/30,46,OVO_GD,5,0.8965256797583081,0.8824353957179146,0.6314326800002164,0.03770389700002852,1049.5595703125
70/30,46,Softmax_GD,1,0.8895567242674681,0.8843063753078998,0.3341260200004399,0.00025052399996638997,2940.8515625
70/30,46,Softmax_GD,2,0.8795180722891566,0.865342379522538,0.3324061769999389,0.0002510149997760891,2942.4921875
70/30,46,Softmax_GD,3,0.8823529411764706,0.8729359738832697,0.33654894699975557,0.00024759200005064486,2943.5703125
70/30,46,Softmax_GD,4,0.8814199395770392,0.8763394767742662,0.3390802399999302,0.0002609570001368411,2944.6484375
70/30,46,Softmax_GD,5,0.8844410876132931,0.8731370156158523,0.3466550399998596,0.00023730100019747624,2944.6484375
70/30,46,LDA,1,0.8978211870773855,0.9165213333261126,0.002263012000184972,0.09183305999977165,495.66796875
70/30,46,LDA,2,0.9096385542168675,0.9228275241540969,0.002199924999331415,0.09266007400037779,495.54296875
70/30,46,LDA,3,0.8996983408748115,0.9166481802357833,0.0022034749999875203,0.0912422779992994,495.79296875
70/30,46,LDA,4,0.9040785498489426,0.9240661406165571,0.002234366999800841,0.09240227600002981,495.91796875
70/30,46,LDA,5,0.9055891238670695,0.9199218173771978,0.002207843999713077,0.09204883900019922,495.91796875
70/30,46,QDA,1,0.9008264462809917,0.9175531922621222,0.0025698559993543313,0.07757945699995616,506.564453125
70/30,46,QDA,2,0.8945783132530121,0.9157752941715925,0.0026359940002294024,0.0777402619996792,506.5556640625
70/30,46,QDA,3,0.8989441930618401,0.9188629480561209,0.0025557389999448787,0.07763372200042795,506.751953125
70/30,46,QDA,4,0.899546827794562,0.9227677326622422,0.002538153999921633,0.08585945399954653,506.876953125
70/30,46,QDA,5,0.9078549848942599,0.9260464091235091,0.0025263629995606607,0.07722289400044247,506.984375
70/30,46,GNB,1,0.8888054094665665,0.9007695638065584,0.0027536429997780942,0.0007424410005114623,730.421875
70/30,46,GNB,2,0.9051204819277109,0.9117928339656057,0.002672099999472266,0.0007350890000452637,730.796875
70/30,46,GNB,3,0.8891402714932126,0.8986547391017533,0.002656683000168414,0.0007364860002780915,731.0703125
70/30,46,GNB,4,0.9018126888217523,0.9153098067367481,0.0026747980000436655,0.000731795999854512,731.3203125
70/30,46,GNB,5,0.8972809667673716,0.9023685828945496,0.0026417110002512345,0.0007339459998547682,731.3203125
80/20,42,OVR_GD,1,0.8624094799210007,0.7880873228425072,0.579032038999685,0.0005976680004096124,1424.97265625
80/20,42,OVR_GD,2,0.8681608437705999,0.7796699440052243,0.5891414769994299,0.0005880160006199731,1424.53125
80/20,42,OVR_GD,3,0.858085808580858,0.7843559728660975,0.5976516139999148,0.0005956630002401653,1424.96875
80/20,42,OVR_GD,4,0.862046204620462,0.7788320329971347,0.5816593949994058,0.0005895080003028852,1424.96875
80/20,42,OVR_GD,5,0.8475247524752475,0.7745242446228418,0.5749747320005554,0.0005838590004714206,1424.96875
80/20,42,OVO_GD,1,0.9025674786043449,0.8946518638452393,0.6747445370001515,0.04427724000015587,1171.560546875
80/20,42,OVO_GD,2,0.9116677653263019,0.9043547955662865,0.6397375030001058,0.04362350399969728,1171.9375
80/20,42,OVO_GD,3,0.8983498349834983,0.8919607688226477,0.648125168999286,0.043194636999942304,1171.939453125
80/20,42,OVO_GD,4,0.899009900990099,0.8914475816376026,0.6520499890002611,0.04440022999915527,1171.939453125
80/20,42,OVO_GD,5,0.8864686468646865,0.8808079914945649,0.6401927429997158,0.043556034000175714,1171.939453125
80/20,42,Softmax_GD,1,0.8894009216589862,0.8768569906653086,0.3773772180002197,0.00027636699996946845,3350.5390625
80/20,42,Softmax_GD,2,0.8965062623599209,0.8877315878511537,0.38985622200016223,0.00027376499929232523,3351.640625
80/20,42,Softmax_GD,3,0.8818481848184818,0.8768439403844351,0.3715106259996901,0.0002675599998838152,3352.71875
80/20,42,Softmax_GD,4,0.8844884488448845,0.8759512760537993,0.37987248599984014,0.00029279299997142516,3352.71875
80/20,42,Softmax_GD,5,0.8745874587458746,0.8708918943186967,0.3954061800004638,0.0003011919998243684,3352.71875
80/20,42,LDA,1,0.9111257406188282,0.9279373605591529,0.002549660000113363,0.10678960099994583,556.79296875
80/20,42,LDA,2,0.912986156888596,0.9284307424113638,0.0025515860006635194,0.10599385600016831,556.66796875
80/20,42,LDA,3,0.900990099009901,0.9160389002754435,0.0024664550001034513,0.10418840700003784,556.79296875
80/20,42,LDA,4,0.899009900990099,0.9184720862687766,0.002470969000569312,0.10425507800027844,556.79296875
80/20,42,LDA,5,0.8844884488448845,0.9042972856446206,0.0024392410005020793,0.1059191889999056,556.79296875
80/20,42,QDA,1,0.9091507570770243,0.9296231670031647,0.0030008880003151717,0.08896858099978999,567.689453125
80/20,42,QDA,2,0.9083717864205669,0.9275617065990419,0.0028085049998480827,0.08899226799985627,567.6806640625
80/20,42,QDA,3,0.8976897689768977,0.9155721000212262,0.002803022999614768,0.08889969400024711,567.8056640625
80/20,42,QDA,4,0.8891089108910891,0.9119021420576893,0.002767265999864321,0.08824003300014738,567.751953125
80/20,42,QDA,5,0.8904290429042905,0.9128851382793374,0.002769262999208877,0.08875924599942664,567.751953125
80/20,42,GNB,1,0.9098090849242922,0.9182977300692018,0.003028206999260874,0.0007816819997970015,825.421875
80/20,42,GNB,2,0.9017798286090969,0.9086203886469303,0.002948730999378313,0.0008129780007948284,825.671875
80/20,42,GNB,3,0.8924092409240925,0.8985745558332522,0.0029873009998482303,0.0007708630000706762,825.9453125
80/20,42,GNB,4,0.8957095709570957,0.9104623893758751,0.002986358999805816,0.000778943999648618,825.9453125
80/20,42,GNB,5,0.8825082508250826,0.8940841919119638,0.0029534739996961434,0.0007692449999012752,825.9453125
80/20,43,OVR_GD,1,0.8518762343647136,0.7697376595561425,0.5749653459997717,0.00061455000013666,1424.3984375
80/20,43,OVR_GD,2,0.8516809492419248,0.7743230082834478,0.5757256759998199,0.0005907230006414466,1424.53125
80/20,43,OVR_GD,3,0.8607260726072608,0.7894227097848929,0.5741261690000101,0.0005994439998175949,1424.96875
80/20,43,OVR_GD,4,0.8719471947194719,0.8013954218824838,0.5771274569997331,0.0006040910002411692,1424.96875
80/20,43,OVR_GD,5,0.8666666666666667,0.7948839254919322,0.5806413649997921,0.000612507000369078,1424.96875
80/20,43,OVO_GD,1,0.8854509545753786,0.877414214073841,0.6393647650002094,0.043996149999657064,1171.560546875
80/20,43,OVO_GD,2,0.8885959129861569,0.8745755193135369,0.6381713589998981,0.0435444960003224,1171.9375
80/20,43,OVO_GD,3,0.8983498349834983,0.8955158598350661,0.63768327499929,0.04357615299977624,1171.939453125
80/20,43,OVO_GD,4,0.9141914191419142,0.9081505506092314,0.636976359000073,0.04346012099995278,1171.939453125
80/20,43,OVO_GD,5,0.906930693069307,0.9038509049933154,0.6399646290001328,0.04432520699992892,1171.939453125
80/20,43,Softmax_GD,1,0.8716260697827518,0.8640558485597019,0.3822858069997892,0.0002765020008155261,3350.5390625
80/20,43,Softmax_GD,2,0.8793671720500988,0.8652114636700394,0.37927821799985395,0.0002697549998629256,3351.640625
80/20,43,Softmax_GD,3,0.8838283828382838,0.8795637523443044,0.38341436900009285,0.00027039799988415325,3353.23828125
80/20,43,Softmax_GD,4,0.904950495049505,0.8965405012936413,0.3930087929993533,0.0002679620001799776,3352.7734375
80/20,43,Softmax_GD,5,0.8831683168316832,0.8765568631960884,0.38230012799976976,0.0002572679995864746,3352.71875
80/20,43,LDA,1,0.8986175115207373,0.9132552429460167,0.0026201580003544223,0.10661390100085555,556.79296875
80/20,43,LDA,2,0.9030982201713909,0.9175879801978317,0.0024899279997043777,0.10607775900007255,556.66796875
80/20,43,LDA,3,0.9042904290429042,0.9244150172627397,0.002605881999443227,0.10547531200063531,556.79296875
80/20,43,LDA,4,0.9148514851485149,0.9290839505911482,0.0024480020001647063,0.10591927399946144,556.79296875
80/20,43,LDA,5,0.8957095709570957,0.9189058606215673,0.0025288879996878677,0.1050629340006708,556.79296875
80/20,43,QDA,1,0.9032258064516129,0.9208822696143238,0.002857776999917405,0.08890400499967654,567.689453125
80/20,43,QDA,2,0.9017798286090969,0.9180141274473314,0.0027973040005235816,0.08912706399951276,567.7880859375
80/20,43,QDA,3,0.8930693069306931,0.9183182964203115,0.002939662000244425,0.08841806700002053,567.751953125
80/20,43,QDA,4,0.9115511551155115,0.9314479339430238,0.0028480669998316444,0.08831664100034686,567.751953125
80/20,43,QDA,5,0.904950495049505,0.9273055533234371,0.002773958999569004,0.08851386400056072,567.751953125
80/20,43,GNB,1,0.9005924950625411,0.9072572255298991,0.003023829000085243,0.0007922770000732271,825.421875
80/20,43,GNB,2,0.8899143045484509,0.894191245909025,0.0029682459999094135,0.0007873160002418444,825.671875
80/20,43,GNB,3,0.899009900990099,0.9107604978045901,0.002994424999997136,0.0007798299993737601,825.9453125
80/20,43,GNB,4,0.9148514851485149,0.9234485607516563,0.0029780009999740287,0.0007904849999249564,825.9453125
80/20,43,GNB,5,0.8930693069306931,0.9102616043503815,0.0029496009992726613,0.0007860140003685956,825.9453125
80/20,44,OVR_GD,1,0.8709677419354839,0.8090657083749372,0.5796290709995446,0.0005965560003460268,1424.3984375
80/20,44,OVR_GD,2,0.8576137112722478,0.7838090297389121,0.5880973819994324,0.0005965569998807041,1424.53125
80/20,44,OVR_GD,3,0.8534653465346534,0.7734832033830964,0.5900204439994923,0.0005887359993721475,1424.96875
80/20,44,OVR_GD,4,0.8633663366336634,0.793647949036074,0.5872692769999048,0.0006840059995738557,1424.96875
80/20,44,OVR_GD,5,0.8541254125412542,0.77192007346752,0.5843073329997424,0.0005973979996269918,1424.96875
80/20,44,OVO_GD,1,0.9098090849242922,0.9037962582838841,0.6473852090002765,0.043419997000455623,1171.560546875
80/20,44,OVO_GD,2,0.8925510876730389,0.889368803128001,0.6384107779995247,0.04304898700047488,1171.9375
80/20,44,OVO_GD,3,0.8884488448844885,0.8825683256616097,0.6389666350005427,0.04272728600062692,1171.939453125
80/20,44,OVO_GD,4,0.8924092409240925,0.8904870568248606,0.6445448690001285,0.043625825999697554,1171.939453125
80/20,44,OVO_GD,5,0.9003300330033003,0.8919446933354801,0.6398929110000608,0.04445298199971148,1172.458984375
80/20,44,Softmax_GD,1,0.8926925608953259,0.8860859428109933,0.3820225350000328,0.0002734079998845118,3350.5390625
80/20,44,Softmax_GD,2,0.8780487804878049,0.871747201993219,0.38033170600010635,0.00027697499990608776,3351.640625
80/20,44,Softmax_GD,3,0.8765676567656766,0.8676708617921005,0.3952029290003338,0.00027076300011685817,3352.71875
80/20,44,Softmax_GD,4,0.8844884488448845,0.8822888092081493,0.381404110999938,0.0002796729995679925,3352.71875
80/20,44,Softmax_GD,5,0.8798679867986798,0.8691326363781453,0.38037780499962537,0.0002641569999468629,3352.71875
80/20,44,LDA,1,0.9117840684660962,0.9294523202336341,0.002541762999499042,0.10631610499967792,556.79296875
80/20,44,LDA,2,0.8925510876730389,0.9135542221324309,0.002453193999826908,0.10415843299961125,556.66796875
80/20,44,LDA,3,0.8943894389438944,0.9132100144629275,0.0025228820004485897,0.10319397799958097,556.79296875
80/20,44,LDA,4,0.8950495049504951,0.9143934386807173,0.0024898949995986186,0.10480169900074543,556.79296875
80/20,44,LDA,5,0.906930693069307,0.9231839079412069,0.0024679150001247763,0.10431927800073026,556.79296875
80/20,44,QDA,1,0.9012508229098091,0.9210924222944197,0.0028748879994964227,0.08879797999998118,567.796875
80/20,44,QDA,2,0.8971654581410679,0.916718029008163,0.002885314000195649,0.08935143399958179,567.6806640625
80/20,44,QDA,3,0.8871287128712871,0.9108317015331765,0.00281522900058917,0.08773537299930467,567.8056640625
80/20,44,QDA,4,0.8897689768976897,0.9132344489503882,0.002788062999570684,0.08794479300013336,567.8056640625
80/20,44,QDA,5,0.906930693069307,0.9229968077196353,0.0027653600000121514,0.08777220000047237,567.751953125
80/20,44,GNB,1,0.9032258064516129,0.9118090517764212,0.0029986830004418152,0.0007854499999666587,825.421875
80/20,44,GNB,2,0.8885959129861569,0.9003132825756296,0.0029621759995279717,0.0007863030004955363,825.671875
80/20,44,GNB,3,0.8798679867986798,0.8911444492157229,0.002970108999761578,0.0007874550001361058,825.9453125
80/20,44,GNB,4,0.899009900990099,0.912014135028585,0.0031195940000543487,0.0009111569997912738,825.9453125
80/20,44,GNB,5,0.9003300330033003,0.9095977124838882,0.0030628049998995266,0.0009178609998343745,825.9453125
80/20,45,OVR_GD,1,0.8630678077682686,0.7811689289264018,0.5905545890000212,0.0005857119995198445,1424.3984375
80/20,45,OVR_GD,2,0.8562953197099539,0.772009708722978,0.5896688510001695,0.0006116330005170312,1424.53125
80/20,45,OVR_GD,3,0.8488448844884489,0.7820419074071607,0.5888883379993786,0.0005910099998800433,1424.96875
80/20,45,OVR_GD,4,0.8607260726072608,0.7869170789218378,0.582957007000914,0.0005957599987596041,1424.96875
80/20,45,OVR_GD,5,0.8679867986798679,0.7761882887753587,0.5879538849985693,0.0005911009993724292,1424.96875
80/20,45,OVO_GD,1,0.9025674786043449,0.8909812718638437,0.641658214999552,0.04705697200006398,1171.560546875
80/20,45,OVO_GD,2,0.8991430454845089,0.8920297969934771,0.6771688629996788,0.057159764000971336,1171.9375
80/20,45,OVO_GD,3,0.8891089108910891,0.8812885090950898,0.6629833670012886,0.04322184699958598,1172.458984375
80/20,45,OVO_GD,4,0.902970297029703,0.8993399581099232,0.6413395379986468,0.04498149800019746,1171.939453125
80/20,45,OVO_GD,5,0.8996699669966997,0.891945169060015,0.6417818840000109,0.04845446100080153,1171.939453125
80/20,45,Softmax_GD,1,0.8926925608953259,0.884572315885381,0.3825532370010478,0.00027414400028646924,3350.5390625
80/20,45,Softmax_GD,2,0.8826631509558339,0.8721648409740944,0.379716161000033,0.000282409999272204,3351.640625
80/20,45,Softmax_GD,3,0.8732673267326733,0.8621227251781783,0.3857917120003549,0.00028727400058414787,3352.71875
80/20,45,Softmax_GD,4,0.8864686468646865,0.8840091133377325,0.37971400800051924,0.0002726620004978031,3352.71875
80/20,45,Softmax_GD,5,0.8864686468646865,0.8758410041638781,0.38270626300072763,0.0002898229995480506,3352.71875
80/20,45,LDA,1,0.9124423963133641,0.928711339297788,0.002570515000115847,0.10537182100051723,556.79296875
80/20,45,LDA,2,0.8965062623599209,0.9137544919919113,0.002448298999297549,0.10504780300107086,556.66796875
80/20,45,LDA,3,0.8937293729372937,0.9099770068279872,0.0024468439987685997,0.10452188399904117,556.79296875
80/20,45,LDA,4,0.9036303630363036,0.9240051420756162,0.002438307999909739,0.10479683300036413,556.79296875
80/20,45,LDA,5,0.9036303630363036,0.9215525439786326,0.00249965299917676,0.10345056900041527,556.79296875
80/20,45,QDA,1,0.9071757735352205,0.9248339114203625,0.002899924998928327,0.0896455900001456,567.796875
80/20,45,QDA,2,0.8978246539222149,0.9171324289270923,0.0028133199994044844,0.0906360280005174,567.626953125
80/20,45,QDA,3,0.897029702970297,0.9159325510069124,0.0028599300003406825,0.08874299399940355,567.751953125
80/20,45,QDA,4,0.9016501650165016,0.9238005788212825,0.0030090469990682323,0.08817263899982208,567.859375
80/20,45,QDA,5,0.9036303630363036,0.9245573009665226,0.0028030989997205324,0.08855955800027004,567.859375
80/20,45,GNB,1,0.9111257406188282,0.917635805128444,0.003015059000972542,0.0008144580006046453,825.421875
80/20,45,GNB,2,0.8958470665787739,0.902057217094078,0.0029539629995269934,0.0008093759988696547,825.671875
80/20,45,GNB,3,0.8844884488448845,0.8964946943849995,0.002974177999931271,0.0008058129988057772,825.9453125
80/20,45,GNB,4,0.897029702970297,0.910234732481538,0.0050146869998570764,0.0022921199997654185,825.9453125
80/20,45,GNB,5,0.8930693069306931,0.9014790833952012,0.003024323001227458,0.0008095779994619079,825.9453125
80/20,46,OVR_GD,1,0.8525345622119815,0.7661788558781826,0.6057429800002865,0.0006023189998813905,1424.3984375
80/20,46,OVR_GD,2,0.8510217534607778,0.7628133537421534,0.5843694279992633,0.0006158989999676123,1424.53125
80/20,46,OVR_GD,3,0.8613861386138614,0.7784077313252622,0.5787331020001147,0.0006067489994165953,1424.96875
80/20,46,OVR_GD,4,0.8673267326732673,0.7886380484483864,0.5784356029998889,0.0006002959999023005,1424.96875
80/20,46,OVR_GD,5,0.862046204620462,0.7927058369487751,0.5816450519996579,0.0006138900007499615,1424.96875
80/20,46,OVO_GD,1,0.8900592495062541,0.887723357596558,0.6517352079990815,0.05572841899993364,1171.560546875
80/20,46,OVO_GD,2,0.8978246539222149,0.8942009804439062,0.6491833820000465,0.042852957998547936,1171.9375
80/20,46,OVO_GD,3,0.9016501650165016,0.891202960333852,0.6392246529994736,0.042937375999827054,1171.939453125
80/20,46,OVO_GD,4,0.8976897689768977,0.8845426285311351,0.641056350999861,0.04300163400148449,1171.939453125
80/20,46,OVO_GD,5,0.8950495049504951,0.8862666592428834,0.6420945869995194,0.043913654999414575,1171.939453125
80/20,46,Softmax_GD,1,0.8736010533245556,0.8663578045896667,0.37955004300056316,0.0002806709999276791,3350.5390625
80/20,46,Softmax_GD,2,0.8859591298615689,0.8802066670342714,0.38763014299911447,0.00027506400147103705,3351.640625
80/20,46,Softmax_GD,3,0.8864686468646865,0.8763712286134184,0.3729253260007681,0.00027342300018062815,3352.71875
80/20,46,Softmax_GD,4,0.8877887788778878,0.8740575934608042,0.37471807400106627,0.0002922389994637342,3352.71875
80/20,46,Softmax_GD,5,0.8858085808580858,0.8781825137803315,0.37496413299959386,0.0002719549993344117,3352.71875
80/20,46,LDA,1,0.8992758393680053,0.9185526122226159,0.002527470998757053,0.10373691399945528,556.79296875
80/20,46,LDA,2,0.8965062623599209,0.9147715332422687,0.002479105000020354,0.10473689500031469,556.66796875
80/20,46,LDA,3,0.9148514851485149,0.9308248499523544,0.002441853999698651,0.10528065400103515,556.79296875
80/20,46,LDA,4,0.8983498349834983,0.9139364322788329,0.0024859629993443377,0.10489740299999539,556.79296875
80/20,46,LDA,5,0.900990099009901,0.9169832170304586,0.0024846639989846153,0.10460351499932585,556.79296875
80/20,46,QDA,1,0.8973008558262014,0.9189245723720335,0.002897450998716522,0.0891996360005578,567.7431640625
80/20,46,QDA,2,0.8879367172050099,0.9092351078324351,0.0028390770003170474,0.08842115699917485,567.734375
80/20,46,QDA,3,0.9056105610561056,0.9269168151707979,0.0027393810014473274,0.08743270999912056,567.751953125
80/20,46,QDA,4,0.906930693069307,0.9255450537363953,0.002778233998469659,0.08999654000035662,567.8056640625
80/20,46,QDA,5,0.8996699669966997,0.9212411214521425,0.0028273289990465855,0.08829812599833531,567.8056640625
80/20,46,GNB,1,0.9045424621461488,0.9154665077483413,0.0031425569995917613,0.000847416000397061,825.421875
80/20,46,GNB,2,0.8938694792353329,0.9061225427046166,0.0030164349991537165,0.0008111059996736003,825.671875
80/20,46,GNB,3,0.9036303630363036,0.9114767455998395,0.0030367039998964174,0.0009106409997912124,825.9453125
80/20,46,GNB,4,0.8996699669966997,0.9059142501258376,0.002949636998891947,0.0007976529996085446,825.9453125
80/20,46,GNB,5,0.8851485148514852,0.8940452961856691,0.0029508600000553997,0.0007931410000310279,825.9453125
